	L1	L2	L3	M1	M2	M3	Q1	Q2	Q3	T1	T2	T3	X1	X2	X3
gene_1566	53.45	38.97	42.04	88.63	241.78	56.98	182.56	160.76	28.35	72.14	78.41	78.25	26.74	23.69	20.99
gene_1567	26.74	23.19	12.85	4.98	1.97	20.45	24.57	17.67	6.88	27.53	26.65	32.85	7.8	3.62	6.13
gene_1568	180.6	171.14	106.11	381.19	119.5	228.74	435.97	444.47	166.24	228.32	221.25	204.79	45.9	34.69	67.27
gene_1569	31.29	41.87	21.96	31.06	16.12	61.44	73.08	94.55	35.04	51.44	43.86	50.64	13.95	8.18	13
gene_1570	13.01	17.87	12.28	15.8	35.71	19.06	18.74	16.58	9.03	27.4	22.81	26.15	6.88	8.84	5.5
gene_1571	88.46	68.75	122.56	176.45	383.48	161.19	140.11	145.18	98.96	86.98	84.94	83.11	24.93	24.99	23.67
gene_1572	55.12	40.66	63.6	100.26	135.44	74.78	227.05	204.68	35.53	81.55	87.99	80.35	26.33	25.71	23.38
gene_1573	42.32	47.83	34.4	45.3	55.03	35.38	117.99	104.14	19.26	53.74	59.77	65.69	19.8	16.76	20.02
gene_1574	19.13	20.73	14.78	20.93	73.45	20.97	20.92	20.5	10.21	37.51	38.79	36.13	7.26	8.7	6.9
gene_1575	245.43	169.65	376.44	625.87	1296.88	696.34	1033.66	1142.59	424.65	458.4	409.17	433.31	78.16	77.64	101.39
gene_1576	254.33	238.07	382.81	316.84	868.92	274.24	130.08	122.86	182.54	268.23	303.88	278.78	83.74	89.29	79.19
gene_1577	51	49.68	60.49	153.39	390.07	126.72	129.78	122.9	60.16	76.27	86.44	80.33	14.91	18.83	16.32
gene_1578	36.02	46.91	16.77	29.07	0.65	27.31	40.34	31.08	6.38	42.65	40.81	56.3	15.01	11.62	17.33
gene_1579	49.36	70.71	48.39	32.18	32.71	29.61	160.56	168.98	8.96	60.03	47.88	63.41	16.98	17.14	11.32
gene_1580	1.2	2.56	0.27	0	0.68	0	0.54	0	0	3.1	4.08	2.28	0.23	0	0.23
gene_1581	24.89	42.02	11.23	24.99	4.21	24.98	61.17	49.87	8.85	36.57	36.94	55.37	11.71	6.97	9.58
gene_1582	107.95	87.36	115.98	242.9	475.98	205.39	172.12	142.96	98.92	65.41	71.8	72.71	47.83	49.83	47.03
gene_1583	40.11	34.69	38.8	47.72	92.42	47.95	72.09	73.94	19.4	64.99	70.16	63.15	22.05	22.27	23.07
gene_1584	54.25	47.18	54.34	71.7	81.94	64.48	93.5	93.09	31.32	64.15	69.38	79.61	26.13	22.12	23.22
gene_1585	93.99	122.01	69.58	194.86	76.34	148.44	388.12	373.63	83.08	145.8	134.6	149.11	35.39	34.38	26.18
gene_1586	23.03	29.94	18.31	18.85	58.64	17.47	26.7	17.5	12.8	45.17	43.37	38.21	14.97	12.95	10.78
gene_1587	85.73	59.93	123.43	238.1	221.88	214.33	331.48	392.07	176.45	105.85	96.11	102.89	61.86	59.55	63.62
gene_1588	937.16	690.12	1210.76	2186.89	3287.21	1754.11	6092.51	7259.67	1195.51	1469.53	1205.83	1325.38	628.82	624.49	531.2
gene_1589	25.26	36.63	16.67	15.87	44.26	16.38	17.79	12.24	15.23	43.56	44.53	46.49	16.04	19.22	10.57
gene_1590	115.34	92.97	132.75	63.68	98.34	72.25	48.47	39.33	50.71	118.92	126.94	151.74	69.84	81.76	95.83
gene_1591	70.88	128.25	45.61	72.25	242.9	65.19	73.85	61.98	29.04	112.98	120.15	144.61	33.6	40.68	12.05
gene_1592	16.59	17.6	8.5	14.54	7.96	14.67	35.61	45.38	11.09	25.89	21.6	30.54	6.54	3.52	3.2
gene_1593	27.73	35.83	20.49	21.19	8.87	22.78	24.59	21.74	11.55	55.31	60.07	64.91	11.79	10.61	10.28
gene_1594	94.25	92.19	100.01	209.36	74.15	160.29	206.4	195.77	45.34	151.91	161.69	190.18	37.84	37.38	39.71
gene_1595	20.22	15.42	3.47	30.27	81.71	22.43	75.88	81.2	13.07	21.68	17.63	17.24	7.32	1.52	0
gene_1596	204.32	149.89	240.14	419.27	615.48	422.67	331.33	301.44	500.6	624.47	680.12	541.26	47.03	52.1	37.27
gene_1597	65.64	48.07	77.61	150.78	276.56	145.03	217.08	189.61	89.89	106.23	109.32	109.31	39.13	35.77	37.48
gene_1598	11.56	14	2.28	8.83	6.76	12.83	4.63	9.42	3.18	15.57	17.72	18.85	1.28	6	0
gene_1599	333.65	238.21	447.81	635.22	846.23	660.24	706.96	786.71	688.73	540.68	494.72	468.57	129.67	135.62	118.1
gene_1600	30.36	43.19	5.64	12.03	22.98	11.22	5.74	11.86	4.72	43.31	48.17	73.7	5.71	17.85	7.7
gene_1601	30.61	28.2	29.44	47.8	122.74	36.74	71.12	69.98	21.78	53.04	49.19	47.69	13.16	13.35	14.65
gene_1602	44.87	50.11	47.25	192.45	302.12	135.79	199.72	164.73	67.06	93.55	110.45	112.18	18.72	19.77	14.02
gene_1603	44.7	39.97	42.39	65.25	36.65	43.85	85.53	78.61	22.51	66.99	69.92	66.89	20.09	17.89	17.94
gene_1604	38.68	34.3	50.18	63.85	14.97	48.36	169.88	196.22	27.56	45.49	39.84	46.76	12.57	9.65	10.03
gene_1605	742	565.19	989.75	1160.9	3283.3	1138.2	1360.41	1389.64	345.72	1479.64	1484.6	1612.89	363.86	364.2	391.6
gene_1606	90.57	81.64	104.3	201.96	760.13	190.69	143.01	140.36	195.84	98.24	99.87	83.51	88.99	81.35	93.3
gene_1607	25.59	33.23	14.67	11.66	25.68	10.64	7.26	6.42	7.33	44.75	47.64	54.4	11.52	11.65	4.86
gene_1608	23.83	23.55	6.4	7.16	3.13	27.42	10.51	11.28	5.35	39.97	32.01	40.53	4.98	6.06	3.78
gene_1609	70.53	88.23	56.43	84.76	85.97	123.33	368.46	373.82	41.03	124.7	133.99	140.91	32.38	32.54	22.87
gene_1610	45.04	35.48	49.43	85.37	143.62	81.98	132.6	123.38	36.47	64.28	66.35	65.55	19.63	20.21	20.18
gene_1611	37.89	36.4	36.14	44.56	118.72	34.62	66.88	74.88	19.79	50.45	54.88	62.62	13.8	18.05	12.55
gene_1612	16.25	22.74	8.53	13.64	3.8	10.18	12.36	13.23	8.03	27.59	24.48	31.33	5.75	3.94	4.54
gene_1613	66.44	64.11	82.02	92.93	162.7	92.67	46.25	45.86	74.76	142.89	149.45	137.93	22.39	28.38	24.53
gene_1614	17.61	17.29	11.32	13.87	27.11	24.17	21.67	21.93	7.52	26.14	23	26.94	7.3	6.73	6.81
gene_1615	29.85	39.05	30.84	30.33	71.31	33.33	29.91	26.81	14.02	55.26	52.54	62.38	16.19	13.85	12.11
gene_1616	13.5	18.99	8.85	18.21	9.88	20.69	17.84	18.98	6.11	24.66	29.34	34.61	6.54	6.96	5.03
gene_1617	102.79	81.18	132.09	579.2	637.49	382.11	587.63	512.88	197.41	339.38	365.14	375.34	33	36.43	21.78
gene_1618	85.89	70.26	110.05	187.32	412.53	149.82	134.04	135.54	80.03	116.45	120.84	114.4	25.54	32.56	27.69
gene_1619	382.32	331.53	418.77	331.76	642.05	318.17	136.11	124.01	181.49	415.59	503.53	495.85	192.14	190.26	166.22
gene_1620	29.22	36.2	28.51	57.26	14.45	57.88	55.94	55.58	25.81	73.23	69.78	72.92	14.72	19.7	12.65
gene_1621	28.67	32.71	27.4	44.85	146.08	31.6	46.65	42.86	17.78	48.73	57.51	45.67	22.27	19.21	16.42
gene_1622	13.24	57.86	4.92	0.95	0	0.98	5.01	4.7	3.29	33.39	26.01	38.43	11.62	7.79	1.68
gene_1623	341.49	278.85	441.94	1112.25	3023.92	866.34	749.1	637.58	649.8	229.54	274.68	250.66	131.73	154.47	118.78
gene_1624	17.58	27.2	15.96	24.09	68.66	20.9	38.42	42.26	12.68	38.04	35.11	35.43	10.73	12.08	9.64
gene_1625	12.97	25.69	6.51	2.8	12.88	4.56	4.9	2.99	4.03	27.96	26.2	35.07	6.3	6.15	3.49
gene_1626	56.46	48.27	58.95	104.86	124.19	82.69	134.1	108.31	24.01	100.75	109.94	115.2	22.44	24.16	13.49
gene_1627	81.46	105.91	51.07	71.71	32.2	102.58	396.8	409.42	56.25	144.52	131.25	180.64	39.22	21.39	39.43
gene_1628	70.46	62.25	81.14	299.29	48.76	237.52	555.93	569.16	99.7	151.99	133.46	136.68	26.15	25.69	28.22
gene_1629	11.69	14.59	5.86	11.37	6.43	13.12	11.76	9.33	6.41	16.72	19.2	15.73	5.77	5.01	5
gene_1630	28.43	70.86	1.71	6.23	2.72	5.11	11.33	12.28	5.38	34.79	34.83	43.49	10.47	3.39	5.11
gene_1631	56.23	42.34	73.78	110.45	258.91	125.32	207.48	230.07	89.58	101.52	75.96	77.91	78.03	72.78	91.42
gene_1632	26.32	38.88	18.4	38.9	27.22	48	35.76	38.65	20.12	68.97	70.44	72.4	10.07	8.6	5.8
gene_1633	33.36	43.11	27.19	35.51	46.87	38.51	24.58	23.08	20.23	56.29	61.22	57.65	12.26	11.45	8.37
gene_1634	27.96	33.69	20.66	24.77	21.5	26.2	26.58	24.55	10.76	48.12	49.82	50.45	13.21	12	9.64
gene_1635	61.28	97.79	2.13	4.14	0	10.62	188.95	195.78	391.28	156.28	132.37	178.88	61.22	26.28	25.48
gene_1636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_1637	58.48	50.56	62.75	127.54	157.14	76.27	229.39	198.04	41.73	105.13	103.2	100.55	18.36	22.21	14.5
gene_1638	250.7	196.42	352.32	726.57	1665.6	600.65	462.1	427.27	315.24	467.16	462.03	437.27	188.43	207.53	193.03
gene_1639	32.55	31.8	37.06	28.99	15.29	45.25	25.48	28.81	11.98	56.58	54.29	62.24	14.87	14.83	18.74
gene_1640	4614.95	3472.44	6886.89	9464.31	21284.59	9731.15	8693.8	8488.44	7791.08	7167.11	6853.59	6433.65	2524.58	2747.46	2706.75
gene_1641	58.69	47.05	75.59	244.28	185.27	214.75	610.98	622.93	141	111.12	109.71	125.77	70.1	53.91	52.26
gene_1642	151.51	138.9	153.69	127.44	46.96	99.9	106.03	97.04	57.82	156.55	196.99	190.41	16.79	19.82	14.73
gene_1643	85.28	88.43	108.79	809.72	785.15	398.82	706.73	611.26	332.64	515.39	545.91	605.8	38.29	36.91	32.13
gene_1644	273.41	261.84	341.82	325.13	723.12	261.38	136	118.86	139.37	316.72	360.15	376.07	149.42	128.94	124.22
gene_1645	471.66	392.79	742.49	1055.45	1449.42	1218.27	751.67	849.63	816.01	870.4	789.38	728.35	141.34	167.34	176.07
gene_1646	775.99	519.22	1120.88	2952.74	6655.26	2471.52	3554.39	3593.82	1369.91	1563.07	1639.99	1587.32	522.91	539.56	472.59
gene_1647	21.88	23.59	18.44	22.35	56.81	19.98	25.88	29.41	10.71	37.04	40.36	45.83	14.8	12.43	10.15
gene_1648	48.1	39.48	58.63	113.68	305.31	107.86	91.41	71.49	76.44	66.54	71.28	65.69	38.27	26.94	31.9
gene_1649	10.97	20.57	5.48	3.95	7.34	3.36	4.58	3.76	2.59	29.5	25.72	28.85	7	6.06	2.52
gene_1650	90.37	77.67	122.5	134.75	122.67	140.57	64.27	58.56	117.33	214.6	218.66	188.72	29.84	30.24	22.95
gene_1651	37.59	45.69	36.45	65.93	206.37	48.97	155.57	142.98	28.43	58.3	51.86	54.61	21.9	23.19	20.84
gene_1652	14.77	22.77	9.49	6.68	7.02	11.05	8.42	6.22	4.3	27.69	27.86	28.88	6.98	7.88	4.77
gene_1653	34.83	33.32	29.44	34.05	9.13	38.64	80.27	83.65	18.63	76.4	64.62	73.77	16.06	18.7	16.87
gene_1654	184.78	158.98	219.1	228.98	426.57	189.11	333.21	305.42	117.52	180.02	185.33	187.22	93.96	101.4	93.51
gene_1655	27.24	36.32	20.88	24.03	47.41	26.9	21.48	25.49	13.6	45	48.46	48.59	12.91	12.83	9.81
gene_1656	471.98	337.99	687.15	830.18	2768.11	887.97	1034.5	980.95	427.69	1011.83	980.2	903.1	343.01	362.83	315.16
gene_1657	11.88	25.25	7.46	6.15	18.05	6.31	8.35	5.34	4.53	24.15	22.94	30.2	5.66	6.39	2.54
gene_1658	74.03	47.75	111.56	166.2	83.14	210.24	227.9	280.72	124.49	246.13	235.08	233.13	34.43	43.07	24.74
gene_1659	55.82	72.06	37	72.3	149.89	41.84	362.48	341.18	17.13	61.81	75.8	83.2	19.63	22.43	15.53
gene_1660	20.74	30.03	11.88	20.57	17.29	23.86	71.01	69.93	11.01	53.79	51.33	57.4	10.74	10.64	8.32
gene_1661	158.5	134.89	161.89	119.12	271.43	71.18	556.97	596.53	16.64	76.46	62.44	92.38	9.76	11.13	11.71
gene_1662	27.02	28.98	20.53	43.04	25.79	35.01	85.57	78.7	19.52	53.78	42.68	48.37	11.13	13.83	8.75
gene_1663	23.71	36.14	7.93	37.16	8.41	22.35	41.68	47.97	17.7	54.27	49.7	69.44	8.92	9.3	10.14
gene_1664	219.33	168.61	228.75	459.87	558.34	351.2	251.76	204.47	224.35	513.15	607.37	535.96	137.61	158.82	94.46
gene_1665	79.81	86.01	60.39	70.84	171.4	50.41	225.4	186.04	37.23	104.94	112.6	132.64	43.49	45.34	25.62
gene_1666	3.11	3.56	3.47	37	24.29	36.24	19.41	19.88	91.46	54.19	58.18	45.57	2.92	0	1.48
gene_1667	82.06	67.52	87.05	119.11	171.45	69.88	122.79	128.54	51.55	86.44	93.22	97.81	38.83	39.58	36.53
gene_1668	25.09	50.01	9.68	18.77	0	20.33	16.42	21.58	8.1	69.14	59.05	60.34	13.61	15.13	6.42
gene_1669	218.04	178.64	256.36	723.26	952.82	761.26	548.17	526.48	564.21	681.76	771.77	696.03	136.55	139.34	101.94
gene_1670	21.35	15.51	13.7	25.47	73.46	21.67	23.3	22.09	8.27	30.27	34.24	31.09	10.04	10.27	6.7
gene_1671	36.53	31.31	37.97	92.59	119.83	68.91	79.83	63.75	41.6	68.41	63.86	53.27	15.33	15.58	14.91
gene_1672	187.17	143.03	239.59	532.51	734.9	457.69	558.5	551.45	191.35	395.11	416.84	434.96	87.28	87.63	75.03
gene_1673	27.72	27.77	29.15	32.03	65.81	31.13	92.53	90.05	15.13	52.74	45.63	44.02	7.87	12.13	9.28
gene_1674	99.16	108.07	114.58	233.9	188.54	212.15	132.54	115.54	152.01	238.85	273.69	231.42	50.64	56.91	43.6
gene_1675	21.57	25.42	12.35	9.3	3.68	12.42	20.72	20.09	4.95	42.47	42.74	45.72	9.53	7.86	7.17
gene_1676	13.52	20.62	3.58	3.96	7.16	4.83	10.66	10.74	5.56	21.67	23.64	26.86	5.17	7.87	1.09
gene_1677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_1678	537.52	334.88	679.36	2047.77	5149.82	1462.42	1902.47	1782.68	619.88	1471.29	1618.73	1606.07	29.17	28.87	24.26
gene_1679	54.25	43.14	46.96	53.81	56.77	50.03	76.98	70.25	35.14	44.68	41.23	41.61	25.01	28.16	21.23
gene_1680	25.04	21.08	23.66	36.08	38.92	21.16	29.48	34.28	10.23	33.23	33.5	35.68	13.45	9.58	8.38
gene_1681	20.08	8.16	13.43	7.24	9.5	19.3	9.11	24.23	8.74	11.99	12.13	13.78	13.84	3.94	6.36
gene_1682	28.34	31.2	28.56	42.38	88.24	36.98	49.23	50.24	19.82	48.67	52.54	54.01	14.34	15.8	11.74
gene_1683	22.87	36.11	9.99	3.06	1.34	17.52	10.96	12.05	6.16	47.86	54.76	54.31	11.53	5.09	13.89
gene_1684	100.85	89.98	80.47	109.38	139.8	92.04	94.11	79.4	46.58	105.75	98.62	120.43	61.53	81.68	68.93
gene_1685	18.26	24.62	10.25	11.01	16.22	9.51	12.68	16.41	7.65	39.56	32.24	44.25	6.89	9.37	4.72
gene_1686	25.26	37.73	9.16	20.58	3.69	21.79	14.32	10.46	14.77	34.71	34.3	39.51	9.05	6.48	5.72
gene_1687	21.36	17.92	10.96	18.94	8.5	17.73	24.57	24.55	11.9	28.6	31.35	27.49	17.05	11.6	10.81
gene_1688	68.28	79.23	68.16	78.68	211.99	56.84	111.95	93.95	29.34	95.33	102.11	108.91	33.82	36.53	23.66
gene_1689	19.86	15.44	12.71	12.12	21.49	16.35	15.83	13.4	9.54	25.83	28.08	23.35	8.88	8.68	6.91
gene_1690	42.72	38.43	53.6	153.84	234.96	104.38	212.38	224.74	48.07	70.96	84.07	76.89	14.47	17.65	14.88
gene_1691	62.16	87.71	46.78	38.75	49.11	31.26	98.38	88.04	14.47	91.47	98.47	110.44	25.76	27.48	20.54
gene_1692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_1693	384.54	367.17	351.09	461.1	66.39	435.78	694.17	631.96	266.04	794.53	806.53	969.03	136.95	105.1	105.87
gene_1694	90.68	94.68	95.83	611.46	386.81	403.69	1883.7	1883.64	383.41	121.41	111.77	123.31	33.17	35.32	34.24
gene_1695	30.74	48.39	17.83	17.29	14.19	17.47	11.9	14.91	13.06	52.98	58.91	61.74	14.57	12.74	10.45
gene_1696	185.4	152.19	222.6	399.41	318.35	267.48	398.51	359.02	163.32	283.89	326.18	380.79	112.16	88.98	61.62
gene_1697	96.15	91.09	94.09	181.52	327.39	160.98	192.24	156.54	90.1	210.26	268.62	271.84	70.31	61.08	55.45
gene_1698	71.64	65.25	77.62	138.48	385.77	121.89	210.49	186.45	60.43	122.67	130.96	133.94	26.84	32.74	29.62
gene_1699	16.68	30.23	9.97	13.85	6.06	16.02	19.15	18.85	9.49	40.49	34.34	42.02	8.03	8.37	5.8
gene_1700	243.83	341.04	231.27	291.15	13.59	186.2	303.34	240.65	110.78	333.51	352.26	533.6	119.44	108.89	73.41
gene_1701	29.44	47.43	10	3.03	3.98	5.91	4.77	2.39	3.14	72.54	69.89	86.11	13.7	9.34	7.19
gene_1702	11.72	24.41	4.53	17.55	1.28	9.51	9.72	13.93	4.63	19.3	14.31	16.78	5.51	3.54	4.29
gene_1703	28.49	32.59	25.18	22.2	39.61	22.72	21.91	19.57	12.38	41.56	44.75	46.06	11.59	10.02	7.71
gene_1704	227.83	159.18	355.13	919.72	2667.83	836.91	2025.05	2395.84	302.48	370.23	330.71	391.35	158.7	138.58	155.73
gene_1705	18.29	17.13	17.01	19.77	31.89	17.85	39.23	40.96	7.8	31.41	30.79	35.16	8.65	8.91	7.95
gene_1706	46.83	50.05	37.46	38.52	50.22	31.62	36.95	29.82	14.73	59.03	68.65	71.74	18.91	20.46	14.03
gene_1707	78.19	88.34	98.99	124.07	172.89	99.61	174.7	166.22	54.59	139.81	141.86	150.82	25.88	27.29	23.35
gene_1708	46.33	46.98	47.35	116.92	345.6	97.62	129.3	103.31	57.61	76.1	66.05	70.85	36.32	46.1	34.65
gene_1709	267.07	209.24	300.76	466.21	491.21	331.57	461.29	382.72	244.45	379.7	449.38	429.28	117.29	134.31	88.65
gene_1710	50.46	129.48	15	3.64	57.29	5.6	7.63	1.79	6.28	128.9	156.3	130.49	42.7	24.74	9.59
gene_1711	20.98	17.4	22.87	46.18	81.43	33.36	102.16	126.15	15.11	43.29	39.15	38.58	10.88	9.53	9.53
gene_1712	127.82	84.15	165.59	304.89	530.11	227.88	380.58	348.47	116.81	170.5	182.51	169.76	54.81	52.87	56.09
gene_1713	29.34	29.59	38.33	211.42	598.11	153.17	575.44	437.45	62.22	76.98	89.33	101.58	15.33	15.4	9.29
gene_1714	88.79	90.04	91.36	373.16	469.26	241.56	392	351.7	132.54	154.62	168.44	190.21	45.7	52.59	33.66
gene_1715	31.58	26.43	28.77	24.21	55.22	24.38	22.71	18.68	13.67	39.34	34.03	36.44	12.81	15.18	13.05
gene_1716	26.69	44.9	15.76	10.73	19.94	15.06	10.94	7.78	6.9	42.6	40.65	48.41	12.68	15.43	7.56
gene_1717	67.02	60.71	73.68	151.36	413.34	126.85	232.42	194.74	100.88	96.48	91.02	94.32	61.9	62.06	62.06
gene_1718	97.09	76.05	112.33	307.51	573.64	198.16	448	396.03	131.01	187.64	202.3	185	34.77	37.77	28.04
gene_1719	79.68	59.14	122.69	193.66	486.55	168.33	156.9	162.69	129.79	88.5	91.41	82.76	33.12	33.45	32.74
gene_1720	10.49	11.99	7.88	5.18	10.67	4.8	9.31	6.07	3.19	21.33	22.22	21.3	7.29	5.37	5.2
gene_1721	68.66	57.68	82.82	210.75	509.9	152.71	233.4	226.74	72.16	94.54	88.69	100.58	29.46	27.72	25.12
gene_1722	121.39	116.82	103.01	54.44	14.91	45.21	63.9	63.67	20.96	110	101.22	129.8	46.85	41.03	48.39
gene_1723	570.53	404.98	795.51	513.13	1090.53	452.3	240.49	211.42	348.83	523.34	577.7	517.71	169.21	200.68	172.33
gene_1724	147.1	125.77	175.55	161.04	309.15	152.7	542.22	675.86	72.14	157.66	153.87	147.8	61.18	63.79	72.6
gene_1725	12.5	21.08	5.07	5.73	2.95	6.31	3.44	1.81	2.65	28.47	28.77	29.7	4.1	4.46	3.96
gene_1726	38.2	50.73	26.31	39.19	134.52	39.67	34.36	25.91	22.02	74.35	76.39	82.54	23.91	28.15	16.42
gene_1727	50.88	62.28	17.54	3.43	1.26	14.49	5.47	3.51	7.93	83.47	84.68	93.81	28.04	10.95	28.34
gene_1728	21.01	23.68	17.98	9.21	16.2	11.15	8.42	7.72	5.66	36.61	33.16	35.79	8.95	9.15	5.94
gene_1729	27.37	47.18	27.36	139.47	150.45	73.24	614.7	587.16	32.83	70.48	69.91	80.82	12.67	11.29	8.47
gene_1730	20.13	24.65	17.34	24.73	5.63	26.05	113.49	118.92	11.39	41.29	40.45	41.3	6.88	7.18	5.22
gene_1731	1771.7	1575.59	2180.94	1429.09	2705.18	1194.8	949.7	907.84	798.64	1328.36	1556.1	1441.59	1193.61	1382	1254.73
gene_1732	74.08	56.27	102.43	729.19	2065.28	728.23	569.24	588.58	304.2	304.89	256.96	258.1	44.79	41.04	40.39
gene_1733	72.41	51.8	73.9	170.45	341.58	151.54	116.38	100.48	96.48	104.34	106.19	99.48	30.12	33.35	29.39
gene_1734	20.6	21.24	14.79	11.75	23.23	12.44	8.4	8.12	6.45	30.12	29.58	30.61	7.69	9.76	4.83
gene_1735	46.3	49.7	49.65	41.56	75.71	42.11	35.61	39.75	23.62	57.23	61.35	65.18	16.57	20.26	13.55
gene_1736	56.58	56.63	39.94	95.81	160.6	60.66	48.34	41.78	55.96	48.43	58.56	58.52	13.48	17.38	13.27
gene_1737	258.12	171.89	166.51	570.5	59.31	1047.24	360.99	415.99	516.8	169	200.15	135.13	50.44	34.28	56.34
gene_1738	34.15	33.3	29.59	49.6	101.24	38.22	44.86	44.1	18	53.14	54.04	58.94	18.02	20.38	14.08
gene_1739	35.32	50.96	28.02	27.42	51.82	32.61	81.47	71.2	14.82	74.09	63.67	70.94	20.07	22.55	19.6
gene_1740	249.88	205.98	227.06	633.76	592.87	416.05	863.5	781.51	204.47	342.35	416.73	541.34	81.93	93.19	67.93
gene_1741	71.15	58.44	83.06	145.09	96.09	114.12	167.55	166.88	59.77	77.58	76.83	81.68	31.41	29.95	36.62
gene_1742	29.96	57.76	7.71	35.19	9	70.3	81.69	76.71	29.04	42.73	56.16	53.15	12.46	6.78	9.31
gene_1743	99.66	90.97	93.4	27.48	34.45	55.32	16.62	18.8	32.13	108.59	122.14	132.7	70.39	57.9	98.08
gene_1744	14.31	26.06	7.49	18	14.51	14.26	15.57	20.22	8.45	27.63	42.38	44.18	4.95	7.16	1.94
gene_1745	49.07	46.95	47.39	79.19	119.83	57.26	158.18	148.35	41.18	77.58	76.85	85.86	19.87	21.38	20
gene_1746	258.09	133	248.28	348.21	165.4	259.87	395.83	324.9	153.14	436.61	465.32	434.71	152.04	157.32	111.93
gene_1747	16.02	20.22	9.07	8.8	32.05	12.81	13.4	14.27	4.41	31.88	32.14	33.89	9.13	9.53	3.5
gene_1748	2160.52	1907.77	2853.24	6366.77	2769.39	5660.93	18718.2	18134.5	3747.54	3862.38	3491.84	4649.24	833.27	758.88	740.42
gene_1749	90.2	91.58	59.35	88.64	70.97	69.21	131.27	115	44.34	102.75	108.45	128.3	40.03	38.04	26.73
gene_1750	33.15	46.02	23.63	55.6	10.84	49.58	25.29	23.86	26.53	69.19	72.29	70.78	11.71	11.92	5.73
gene_1751	90.03	68.96	116.72	372.78	1099.97	301.67	477.14	447.64	184.69	185.66	177.86	170.55	57.9	63.76	61.52
gene_1752	105.57	87.74	107.69	132.94	246.19	76.01	471.41	435.56	51.07	150.52	151.34	188.2	33.09	31.5	25.53
gene_1753	64.6	60.95	78.75	59.18	155.04	54.46	35.74	44.47	55.49	61.94	60.26	68.39	34.32	37.2	32.94
gene_1754	84.19	65.71	110.85	144.03	319.5	111.74	203.8	192.88	51.24	169.09	172.97	165.98	19.75	16.62	18.81
gene_1755	34.8	41.82	32.83	3.61	2.85	7.43	2.28	2.14	3.12	77.25	81.9	93.24	32.72	24.27	21.63
gene_1756	116.4	112.12	105.99	26.42	18.63	45.27	18.22	19.75	23.14	117.45	136.78	149.25	75.75	70.46	83.09
gene_1757	13.83	48.49	6.16	1.5	7.85	1.54	7.84	2.94	1.29	33.03	75.23	47.08	5.2	9.49	1.32
gene_1758	97.67	98.1	86.6	70.05	44.05	74.74	78.15	60.48	95.51	275.64	313.15	327.01	22.64	24.79	21.44
gene_1759	71.44	60.37	86.82	71.94	104.55	78.5	160.8	158.56	32.71	94.29	118.17	119.61	46.32	50.03	48.92
gene_1760	21.68	35.4	10.36	2.01	0	10.3	5.62	5.94	5.2	65.33	70.17	60.78	11.06	14.57	8.24
gene_1761	48.02	55.7	54.94	77.85	65.17	72.65	94.11	77.16	40.09	77.13	86.64	96.37	24.16	28.29	28.22
gene_1762	71.72	61.7	73.33	79.43	57.27	84.32	59.39	56.44	33.63	87.12	92.31	88.52	17.36	17.73	14.19
gene_1763	1.03	6.88	0.57	97.77	215.06	191.22	0.29	1.92	0.48	5.13	2.63	6.94	33.44	39.16	28.41
gene_1764	65.26	85.98	74.2	92.03	29.45	128.47	276.95	313.45	70.97	114.41	88.64	117.01	32.92	24.58	32.04
gene_1765	41.8	36.81	46.43	40.4	139.35	47.42	141.53	134.42	18.91	82.12	85.78	89.63	31.87	26.24	21.68
gene_1766	38.63	47.98	15.95	6.18	0.68	8.99	9.73	5.08	2.67	91.6	76.74	86.46	20.18	15.43	26.75
gene_1767	135.16	117.37	169.97	1012.19	558.16	1033.57	603.66	525.64	1551.09	1102.99	1101.85	983.73	28.01	30.45	19.84
gene_1768	15.06	15.75	10.18	19.56	62.3	15.11	23.26	16.55	8.67	34.44	32.31	30.44	10.39	8.64	6.85
gene_1769	22.87	28.72	16.99	7.92	9.99	9.92	27.1	33.41	5.06	46.98	55.82	54.08	15.02	9.92	8.78
gene_1770	31.85	30.28	21.04	19.13	19.54	24.43	29.44	36.23	13.21	64.58	66.4	71.45	12.02	11.76	8.22
gene_1771	138.08	95.82	209.95	600.15	1777.57	465.17	1395.98	1442.47	218.51	433.94	363.1	378.9	179.32	178.88	208.81
gene_1772	51.37	79.31	33.77	37.02	5.61	34.33	32.87	46.29	7.37	54.4	59.7	78.72	29.72	20.02	13.77
gene_1773	27.82	33.18	19.9	18	25.56	20.26	23.62	20.84	8.48	45.39	49.62	50.19	11.88	11.92	7.84
gene_1774	38.68	19.23	13.13	25.45	155.17	37.31	70.59	136.15	18.83	30.13	24.78	25.3	9.49	1.65	14.39
gene_1775	26.3	37.49	11.44	6.47	13.05	11.15	7.76	5.7	7.18	48.11	41.2	50.45	11.86	13.21	5.08
gene_1776	26.07	29.2	20	30.4	85.41	29.74	80.66	85.39	13.69	41.11	39.18	49.05	13.45	13.01	9.15
gene_1777	17.62	23.63	7.95	22.18	3.8	15.34	11.38	11.64	8.32	39.96	45.25	48.38	11.54	10.5	6.79
