gene	gene_id	pathway	C_name	B_name	A_name
UAP1L1	91373	hsa00520	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism	Metabolism
GNE	10020	hsa00520	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism	Metabolism
RENBP	5973	hsa00520	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism	Metabolism
NANS	54187	hsa00520	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism	Metabolism
NANP	140838	hsa00520	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism	Metabolism
NPL	80896	hsa00520	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism	Metabolism
CMAS	55907	hsa00520	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism	Metabolism
CYB5R1	51706	hsa00520	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism	Metabolism
CYB5R3	1727	hsa00520	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism	Metabolism
CYB5R2	51700	hsa00520	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism	Metabolism
CYB5RL	606495	hsa00520	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism	Metabolism
CYB5R4	51167	hsa00520	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism	Metabolism
HK3	3101	hsa00520	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism	Metabolism
HK1	3098	hsa00520	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism	Metabolism
HK2	3099	hsa00520	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism	Metabolism
HKDC1	80201	hsa00520	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism	Metabolism
AMDHD2	51005	hsa00520	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism	Metabolism
GNPNAT1	64841	hsa00520	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism	Metabolism
GNPDA1	10007	hsa00520	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism	Metabolism
GNPDA2	132789	hsa00520	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism	Metabolism
GFPT2	9945	hsa00520	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism	Metabolism
GFPT1	2673	hsa00520	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism	Metabolism
UXS1	80146	hsa00520	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism	Metabolism
GCK	2645	hsa00520	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism	Metabolism
GPI	2821	hsa00520	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism	Metabolism
PGM1	5236	hsa00520	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism	Metabolism
PGM2	55276	hsa00520	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism	Metabolism
UGP2	7360	hsa00520	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism	Metabolism
UGDH	7358	hsa00520	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism	Metabolism
GALK1	2584	hsa00520	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism	Metabolism
GALT	2592	hsa00520	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism	Metabolism
GALE	2582	hsa00520	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism	Metabolism
PMM2	5373	hsa00520	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism	Metabolism
PMM1	5372	hsa00520	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism	Metabolism
GMPPB	29925	hsa00520	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism	Metabolism
GMPPA	29926	hsa00520	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism	Metabolism
GMDS	2762	hsa00520	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism	Metabolism
MPI	4351	hsa00520	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism	Metabolism
FUK	197258	hsa00520	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism	Metabolism
FPGT	8790	hsa00520	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism	Metabolism
TSTA3	7264	hsa00520	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism	Metabolism
ACSS1	84532	hsa00620	Pyruvate metabolism	Carbohydrate metabolism	Metabolism
ACSS2	55902	hsa00620	Pyruvate metabolism	Carbohydrate metabolism	Metabolism
PDHA2	5161	hsa00620	Pyruvate metabolism	Carbohydrate metabolism	Metabolism
PDHA1	5160	hsa00620	Pyruvate metabolism	Carbohydrate metabolism	Metabolism
PDHB	5162	hsa00620	Pyruvate metabolism	Carbohydrate metabolism	Metabolism
DLAT	1737	hsa00620	Pyruvate metabolism	Carbohydrate metabolism	Metabolism
DLD	1738	hsa00620	Pyruvate metabolism	Carbohydrate metabolism	Metabolism
PDHX	8050	hsa00620	Pyruvate metabolism	Carbohydrate metabolism	Metabolism
PKM	5315	hsa00620	Pyruvate metabolism	Carbohydrate metabolism	Metabolism
PKLR	5313	hsa00620	Pyruvate metabolism	Carbohydrate metabolism	Metabolism
ACACA	31	hsa00620	Pyruvate metabolism	Carbohydrate metabolism	Metabolism
ACACB	32	hsa00620	Pyruvate metabolism	Carbohydrate metabolism	Metabolism
ACYP2	98	hsa00620	Pyruvate metabolism	Carbohydrate metabolism	Metabolism
ACYP1	97	hsa00620	Pyruvate metabolism	Carbohydrate metabolism	Metabolism
ALDH2	217	hsa00620	Pyruvate metabolism	Carbohydrate metabolism	Metabolism
ALDH3A2	224	hsa00620	Pyruvate metabolism	Carbohydrate metabolism	Metabolism
ALDH1B1	219	hsa00620	Pyruvate metabolism	Carbohydrate metabolism	Metabolism
ALDH7A1	501	hsa00620	Pyruvate metabolism	Carbohydrate metabolism	Metabolism
ALDH9A1	223	hsa00620	Pyruvate metabolism	Carbohydrate metabolism	Metabolism
ACOT12	134526	hsa00620	Pyruvate metabolism	Carbohydrate metabolism	Metabolism
LDHAL6A	160287	hsa00620	Pyruvate metabolism	Carbohydrate metabolism	Metabolism
LDHAL6B	92483	hsa00620	Pyruvate metabolism	Carbohydrate metabolism	Metabolism
LDHA	3939	hsa00620	Pyruvate metabolism	Carbohydrate metabolism	Metabolism
LDHB	3945	hsa00620	Pyruvate metabolism	Carbohydrate metabolism	Metabolism
LDHC	3948	hsa00620	Pyruvate metabolism	Carbohydrate metabolism	Metabolism
LDHD	197257	hsa00620	Pyruvate metabolism	Carbohydrate metabolism	Metabolism
GLO1	2739	hsa00620	Pyruvate metabolism	Carbohydrate metabolism	Metabolism
HAGH	3029	hsa00620	Pyruvate metabolism	Carbohydrate metabolism	Metabolism
GRHPR	9380	hsa00620	Pyruvate metabolism	Carbohydrate metabolism	Metabolism
ME2	4200	hsa00620	Pyruvate metabolism	Carbohydrate metabolism	Metabolism
ME3	10873	hsa00620	Pyruvate metabolism	Carbohydrate metabolism	Metabolism
ME1	4199	hsa00620	Pyruvate metabolism	Carbohydrate metabolism	Metabolism
PC	5091	hsa00620	Pyruvate metabolism	Carbohydrate metabolism	Metabolism
MDH1	4190	hsa00620	Pyruvate metabolism	Carbohydrate metabolism	Metabolism
MDH2	4191	hsa00620	Pyruvate metabolism	Carbohydrate metabolism	Metabolism
FH	2271	hsa00620	Pyruvate metabolism	Carbohydrate metabolism	Metabolism
PCK1	5105	hsa00620	Pyruvate metabolism	Carbohydrate metabolism	Metabolism
PCK2	5106	hsa00620	Pyruvate metabolism	Carbohydrate metabolism	Metabolism
ACAT2	39	hsa00620	Pyruvate metabolism	Carbohydrate metabolism	Metabolism
ACAT1	38	hsa00620	Pyruvate metabolism	Carbohydrate metabolism	Metabolism
ACSS1	84532	hsa00630	Glyoxylate and dicarboxylate metabolism	Carbohydrate metabolism	Metabolism
ACSS2	55902	hsa00630	Glyoxylate and dicarboxylate metabolism	Carbohydrate metabolism	Metabolism
MDH1	4190	hsa00630	Glyoxylate and dicarboxylate metabolism	Carbohydrate metabolism	Metabolism
MDH2	4191	hsa00630	Glyoxylate and dicarboxylate metabolism	Carbohydrate metabolism	Metabolism
CS	1431	hsa00630	Glyoxylate and dicarboxylate metabolism	Carbohydrate metabolism	Metabolism
ACO2	50	hsa00630	Glyoxylate and dicarboxylate metabolism	Carbohydrate metabolism	Metabolism
ACO1	48	hsa00630	Glyoxylate and dicarboxylate metabolism	Carbohydrate metabolism	Metabolism
ACAT2	39	hsa00630	Glyoxylate and dicarboxylate metabolism	Carbohydrate metabolism	Metabolism
ACAT1	38	hsa00630	Glyoxylate and dicarboxylate metabolism	Carbohydrate metabolism	Metabolism
MCEE	84693	hsa00630	Glyoxylate and dicarboxylate metabolism	Carbohydrate metabolism	Metabolism
PCCA	5095	hsa00630	Glyoxylate and dicarboxylate metabolism	Carbohydrate metabolism	Metabolism
PCCB	5096	hsa00630	Glyoxylate and dicarboxylate metabolism	Carbohydrate metabolism	Metabolism
MUT	4594	hsa00630	Glyoxylate and dicarboxylate metabolism	Carbohydrate metabolism	Metabolism
HAO2	51179	hsa00630	Glyoxylate and dicarboxylate metabolism	Carbohydrate metabolism	Metabolism
HAO1	54363	hsa00630	Glyoxylate and dicarboxylate metabolism	Carbohydrate metabolism	Metabolism
CAT	847	hsa00630	Glyoxylate and dicarboxylate metabolism	Carbohydrate metabolism	Metabolism
GRHPR	9380	hsa00630	Glyoxylate and dicarboxylate metabolism	Carbohydrate metabolism	Metabolism
PGP	283871	hsa00630	Glyoxylate and dicarboxylate metabolism	Carbohydrate metabolism	Metabolism
AGXT	189	hsa00630	Glyoxylate and dicarboxylate metabolism	Carbohydrate metabolism	Metabolism
GLUL	2752	hsa00630	Glyoxylate and dicarboxylate metabolism	Carbohydrate metabolism	Metabolism
SHMT2	6472	hsa00630	Glyoxylate and dicarboxylate metabolism	Carbohydrate metabolism	Metabolism
SHMT1	6470	hsa00630	Glyoxylate and dicarboxylate metabolism	Carbohydrate metabolism	Metabolism
GLDC	2731	hsa00630	Glyoxylate and dicarboxylate metabolism	Carbohydrate metabolism	Metabolism
AMT	275	hsa00630	Glyoxylate and dicarboxylate metabolism	Carbohydrate metabolism	Metabolism
DLD	1738	hsa00630	Glyoxylate and dicarboxylate metabolism	Carbohydrate metabolism	Metabolism
GCSH	2653	hsa00630	Glyoxylate and dicarboxylate metabolism	Carbohydrate metabolism	Metabolism
HYI	81888	hsa00630	Glyoxylate and dicarboxylate metabolism	Carbohydrate metabolism	Metabolism
GLYCTK	132158	hsa00630	Glyoxylate and dicarboxylate metabolism	Carbohydrate metabolism	Metabolism
HOGA1	112817	hsa00630	Glyoxylate and dicarboxylate metabolism	Carbohydrate metabolism	Metabolism
AFMID	125061	hsa00630	Glyoxylate and dicarboxylate metabolism	Carbohydrate metabolism	Metabolism
ACSS1	84532	hsa00640	Propanoate metabolism	Carbohydrate metabolism	Metabolism
ACSS2	55902	hsa00640	Propanoate metabolism	Carbohydrate metabolism	Metabolism
ACSS3	79611	hsa00640	Propanoate metabolism	Carbohydrate metabolism	Metabolism
BCKDHA	593	hsa00640	Propanoate metabolism	Carbohydrate metabolism	Metabolism
BCKDHB	594	hsa00640	Propanoate metabolism	Carbohydrate metabolism	Metabolism
DBT	1629	hsa00640	Propanoate metabolism	Carbohydrate metabolism	Metabolism
DLD	1738	hsa00640	Propanoate metabolism	Carbohydrate metabolism	Metabolism
ACADM	34	hsa00640	Propanoate metabolism	Carbohydrate metabolism	Metabolism
HADHA	3030	hsa00640	Propanoate metabolism	Carbohydrate metabolism	Metabolism
EHHADH	1962	hsa00640	Propanoate metabolism	Carbohydrate metabolism	Metabolism
ECHS1	1892	hsa00640	Propanoate metabolism	Carbohydrate metabolism	Metabolism
HIBCH	26275	hsa00640	Propanoate metabolism	Carbohydrate metabolism	Metabolism
ACACA	31	hsa00640	Propanoate metabolism	Carbohydrate metabolism	Metabolism
ACACB	32	hsa00640	Propanoate metabolism	Carbohydrate metabolism	Metabolism
MLYCD	23417	hsa00640	Propanoate metabolism	Carbohydrate metabolism	Metabolism
ABAT	18	hsa00640	Propanoate metabolism	Carbohydrate metabolism	Metabolism
PCCA	5095	hsa00640	Propanoate metabolism	Carbohydrate metabolism	Metabolism
PCCB	5096	hsa00640	Propanoate metabolism	Carbohydrate metabolism	Metabolism
ECHDC1	55862	hsa00640	Propanoate metabolism	Carbohydrate metabolism	Metabolism
MCEE	84693	hsa00640	Propanoate metabolism	Carbohydrate metabolism	Metabolism
MUT	4594	hsa00640	Propanoate metabolism	Carbohydrate metabolism	Metabolism
SUCLG1	8802	hsa00640	Propanoate metabolism	Carbohydrate metabolism	Metabolism
SUCLG2	8801	hsa00640	Propanoate metabolism	Carbohydrate metabolism	Metabolism
SUCLA2	8803	hsa00640	Propanoate metabolism	Carbohydrate metabolism	Metabolism
ALDH6A1	4329	hsa00640	Propanoate metabolism	Carbohydrate metabolism	Metabolism
LDHAL6A	160287	hsa00640	Propanoate metabolism	Carbohydrate metabolism	Metabolism
LDHAL6B	92483	hsa00640	Propanoate metabolism	Carbohydrate metabolism	Metabolism
LDHA	3939	hsa00640	Propanoate metabolism	Carbohydrate metabolism	Metabolism
LDHB	3945	hsa00640	Propanoate metabolism	Carbohydrate metabolism	Metabolism
LDHC	3948	hsa00640	Propanoate metabolism	Carbohydrate metabolism	Metabolism
ACAT2	39	hsa00640	Propanoate metabolism	Carbohydrate metabolism	Metabolism
ACAT1	38	hsa00640	Propanoate metabolism	Carbohydrate metabolism	Metabolism
ACAT2	39	hsa00650	Butanoate metabolism	Carbohydrate metabolism	Metabolism
ACAT1	38	hsa00650	Butanoate metabolism	Carbohydrate metabolism	Metabolism
HADH	3033	hsa00650	Butanoate metabolism	Carbohydrate metabolism	Metabolism
HADHA	3030	hsa00650	Butanoate metabolism	Carbohydrate metabolism	Metabolism
EHHADH	1962	hsa00650	Butanoate metabolism	Carbohydrate metabolism	Metabolism
ECHS1	1892	hsa00650	Butanoate metabolism	Carbohydrate metabolism	Metabolism
ACADS	35	hsa00650	Butanoate metabolism	Carbohydrate metabolism	Metabolism
ACSM1	116285	hsa00650	Butanoate metabolism	Carbohydrate metabolism	Metabolism
ACSM2A	123876	hsa00650	Butanoate metabolism	Carbohydrate metabolism	Metabolism
ACSM4	341392	hsa00650	Butanoate metabolism	Carbohydrate metabolism	Metabolism
ACSM5	54988	hsa00650	Butanoate metabolism	Carbohydrate metabolism	Metabolism
ACSM3	6296	hsa00650	Butanoate metabolism	Carbohydrate metabolism	Metabolism
ACSM2B	348158	hsa00650	Butanoate metabolism	Carbohydrate metabolism	Metabolism
ACSM6	142827	hsa00650	Butanoate metabolism	Carbohydrate metabolism	Metabolism
L2HGDH	79944	hsa00650	Butanoate metabolism	Carbohydrate metabolism	Metabolism
GAD1	2571	hsa00650	Butanoate metabolism	Carbohydrate metabolism	Metabolism
GAD2	2572	hsa00650	Butanoate metabolism	Carbohydrate metabolism	Metabolism
ABAT	18	hsa00650	Butanoate metabolism	Carbohydrate metabolism	Metabolism
ALDH5A1	7915	hsa00650	Butanoate metabolism	Carbohydrate metabolism	Metabolism
HMGCS1	3157	hsa00650	Butanoate metabolism	Carbohydrate metabolism	Metabolism
HMGCS2	3158	hsa00650	Butanoate metabolism	Carbohydrate metabolism	Metabolism
HMGCL	3155	hsa00650	Butanoate metabolism	Carbohydrate metabolism	Metabolism
HMGCLL1	54511	hsa00650	Butanoate metabolism	Carbohydrate metabolism	Metabolism
OXCT1	5019	hsa00650	Butanoate metabolism	Carbohydrate metabolism	Metabolism
OXCT2	64064	hsa00650	Butanoate metabolism	Carbohydrate metabolism	Metabolism
AACS	65985	hsa00650	Butanoate metabolism	Carbohydrate metabolism	Metabolism
BDH1	622	hsa00650	Butanoate metabolism	Carbohydrate metabolism	Metabolism
BDH2	56898	hsa00650	Butanoate metabolism	Carbohydrate metabolism	Metabolism
PIK3C3	5289	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism	Metabolism
MTM1	4534	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism	Metabolism
MTMR1	8776	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism	Metabolism
MTMR2	8898	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism	Metabolism
MTMR3	8897	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism	Metabolism
MTMR4	9110	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism	Metabolism
MTMR8	55613	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism	Metabolism
MTMR6	9107	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism	Metabolism
MTMR7	9108	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism	Metabolism
MTMR14	64419	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism	Metabolism
PI4KA	5297	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism	Metabolism
PI4KB	5298	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism	Metabolism
PI4K2A	55361	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism	Metabolism
PI4K2B	55300	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism	Metabolism
SACM1L	22908	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism	Metabolism
INPP5F	22876	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism	Metabolism
PIP5K1C	23396	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism	Metabolism
PIP5K1A	8394	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism	Metabolism
PIP5K1B	8395	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism	Metabolism
PIP5KL1	138429	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism	Metabolism
OCRL	4952	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism	Metabolism
INPP5B	3633	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism	Metabolism
INPP5E	56623	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism	Metabolism
SYNJ1	8867	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism	Metabolism
SYNJ2	8871	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism	Metabolism
PIK3CA	5290	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism	Metabolism
PIK3CD	5293	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism	Metabolism
PIK3CB	5291	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism	Metabolism
PIK3CG	5294	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism	Metabolism
PTEN	5728	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism	Metabolism
INPP5D	3635	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism	Metabolism
INPPL1	3636	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism	Metabolism
PIK3C2G	5288	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism	Metabolism
PIK3C2A	5286	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism	Metabolism
PIK3C2B	5287	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism	Metabolism
INPP4A	3631	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism	Metabolism
INPP4B	8821	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism	Metabolism
PIKFYVE	200576	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism	Metabolism
FIG4	9896	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism	Metabolism
PIP4K2C	79837	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism	Metabolism
PIP4K2A	5305	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism	Metabolism
PIP4K2B	8396	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism	Metabolism
PLCB1	23236	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism	Metabolism
PLCB2	5330	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism	Metabolism
PLCB3	5331	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism	Metabolism
PLCB4	5332	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism	Metabolism
PLCD1	5333	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism	Metabolism
PLCD3	113026	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism	Metabolism
PLCD4	84812	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism	Metabolism
PLCE1	51196	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism	Metabolism
PLCG1	5335	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism	Metabolism
PLCG2	5336	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism	Metabolism
PLCZ1	89869	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism	Metabolism
PLCH1	23007	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism	Metabolism
PLCH2	9651	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism	Metabolism
IMPA2	3613	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism	Metabolism
IMPA1	3612	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism	Metabolism
IMPAD1	54928	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism	Metabolism
CDIPT	10423	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism	Metabolism
ISYNA1	51477	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism	Metabolism
INPP1	3628	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism	Metabolism
INPP5K	51763	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism	Metabolism
INPP5J	27124	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism	Metabolism
INPP5A	3632	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism	Metabolism
MINPP1	9562	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism	Metabolism
ITPKB	3707	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism	Metabolism
ITPKA	3706	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism	Metabolism
ITPKC	80271	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism	Metabolism
ITPK1	3705	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism	Metabolism
IPMK	253430	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism	Metabolism
IPPK	64768	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism	Metabolism
MIOX	55586	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism	Metabolism
ALDH6A1	4329	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism	Metabolism
TPI1	7167	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism	Metabolism
NDUFS1	4719	hsa00190	Oxidative phosphorylation	Energy metabolism	Metabolism
NDUFS2	4720	hsa00190	Oxidative phosphorylation	Energy metabolism	Metabolism
NDUFS3	4722	hsa00190	Oxidative phosphorylation	Energy metabolism	Metabolism
NDUFS4	4724	hsa00190	Oxidative phosphorylation	Energy metabolism	Metabolism
NDUFS5	4725	hsa00190	Oxidative phosphorylation	Energy metabolism	Metabolism
NDUFS6	4726	hsa00190	Oxidative phosphorylation	Energy metabolism	Metabolism
NDUFS7	374291	hsa00190	Oxidative phosphorylation	Energy metabolism	Metabolism
