Entry	code	Scientific_name	txid	Common_name	Taxonomic_classification
T05349	laca	Lactobacillus acidipiscis	89059		Prokaryotes; Bacteria; Firmicutes - Bacilli; Lactobacillus
T05413	lalw	Lactobacillus allii	1847728		Prokaryotes; Bacteria; Firmicutes - Bacilli; Lactobacillus
T05458	lali	Lactobacillus alimentarius	1602		Prokaryotes; Bacteria; Firmicutes - Bacilli; Lactobacillus
T00409	ppe	Pediococcus pentosaceus ATCC 25745			Prokaryotes; Bacteria; Firmicutes - Bacilli; Pediococcus
T02906	ppen	Pediococcus pentosaceus SL4			Prokaryotes; Bacteria; Firmicutes - Bacilli; Pediococcus
T01713	pce	Pediococcus claussenii	187452		Prokaryotes; Bacteria; Firmicutes - Bacilli; Pediococcus
T04321	pdm	Pediococcus damnosus	51663		Prokaryotes; Bacteria; Firmicutes - Bacilli; Pediococcus
T04512	paci	Pediococcus acidilactici	1254		Prokaryotes; Bacteria; Firmicutes - Bacilli; Pediococcus
T05337	pio	Pediococcus inopinatus	114090		Prokaryotes; Bacteria; Firmicutes - Bacilli; Pediococcus
T00123	efa	Enterococcus faecalis V583			Prokaryotes; Bacteria; Firmicutes - Bacilli; Enterococcus
T01881	efl	Enterococcus faecalis 62			Prokaryotes; Bacteria; Firmicutes - Bacilli; Enterococcus
T01882	efi	Enterococcus faecalis OG1RF			Prokaryotes; Bacteria; Firmicutes - Bacilli; Enterococcus
T02172	efd	Enterococcus faecalis D32			Prokaryotes; Bacteria; Firmicutes - Bacilli; Enterococcus
T02399	efs	Enterococcus faecalis Symbioflor 1			Prokaryotes; Bacteria; Firmicutes - Bacilli; Enterococcus
T03043	efn	Enterococcus faecalis DENG1			Prokaryotes; Bacteria; Firmicutes - Bacilli; Enterococcus
T03320	efq	Enterococcus faecalis ATCC 29212			Prokaryotes; Bacteria; Firmicutes - Bacilli; Enterococcus
T02585	ene	Enterococcus faecalis 7L76			Prokaryotes; Bacteria; Firmicutes - Bacilli; Enterococcus
T01772	efc	Enterococcus faecium Aus0004			Prokaryotes; Bacteria; Firmicutes - Bacilli; Enterococcus
T02788	efau	Enterococcus faecium Aus0085			Prokaryotes; Bacteria; Firmicutes - Bacilli; Enterococcus
T02120	efu	Enterococcus faecium DO			Prokaryotes; Bacteria; Firmicutes - Bacilli; Enterococcus
T02454	efm	Enterococcus faecium NRRL B-2354			Prokaryotes; Bacteria; Firmicutes - Bacilli; Enterococcus
T03257	eft	Enterococcus faecium T110			Prokaryotes; Bacteria; Firmicutes - Bacilli; Enterococcus
T02160	ehr	Enterococcus hirae	1354		Prokaryotes; Bacteria; Firmicutes - Bacilli; Enterococcus
T02623	ecas	Enterococcus casseliflavus	37734		Prokaryotes; Bacteria; Firmicutes - Bacilli; Enterococcus
T02931	emu	Enterococcus mundtii	53346		Prokaryotes; Bacteria; Firmicutes - Bacilli; Enterococcus
T04048	edu	Enterococcus durans	53345		Prokaryotes; Bacteria; Firmicutes - Bacilli; Enterococcus
T04148	ega	Enterococcus gallinarum	1353		Prokaryotes; Bacteria; Firmicutes - Bacilli; Enterococcus
T04218	ess	Enterococcus silesiacus	332949		Prokaryotes; Bacteria; Firmicutes - Bacilli; Enterococcus
T05312	eth	Enterococcus thailandicus	417368		Prokaryotes; Bacteria; Firmicutes - Bacilli; Enterococcus
T01492	mps	Melissococcus plutonius ATCC 35311			Prokaryotes; Bacteria; Firmicutes - Bacilli; Melissococcus
T01763	mpx	Melissococcus plutonius DAT561			Prokaryotes; Bacteria; Firmicutes - Bacilli; Melissococcus
T01640	thl	Tetragenococcus halophilus	51669		Prokaryotes; Bacteria; Firmicutes - Bacilli; Tetragenococcus
T04578	vte	Vagococcus teuberi	519472		Prokaryotes; Bacteria; Firmicutes - Bacilli; Vagococcus
T04715	vpi	Vagococcus penaei	633807		Prokaryotes; Bacteria; Firmicutes - Bacilli; Vagococcus
T00408	ooe	Oenococcus oeni	1247		Prokaryotes; Bacteria; Firmicutes - Bacilli; Oenococcus
T00411	lme	Leuconostoc mesenteroides subsp. mesenteroides ATCC 8293			Prokaryotes; Bacteria; Firmicutes - Bacilli; Leuconostoc
T01768	lmm	Leuconostoc mesenteroides subsp. mesenteroides J18			Prokaryotes; Bacteria; Firmicutes - Bacilli; Leuconostoc
T02997	lmk	Leuconostoc mesenteroides KFRI-MG			Prokaryotes; Bacteria; Firmicutes - Bacilli; Leuconostoc
T00663	lci	Leuconostoc citreum	33964		Prokaryotes; Bacteria; Firmicutes - Bacilli; Leuconostoc
T01233	lki	Leuconostoc kimchii	136609		Prokaryotes; Bacteria; Firmicutes - Bacilli; Leuconostoc
T01567	lec	Leuconostoc sp. C2	979982		Prokaryotes; Bacteria; Firmicutes - Bacilli; Leuconostoc
T02321	lcn	Leuconostoc carnosum	1252		Prokaryotes; Bacteria; Firmicutes - Bacilli; Leuconostoc
T01267	lgs	Leuconostoc gelidum subsp. gasicomitatum			Prokaryotes; Bacteria; Firmicutes - Bacilli; Leuconostoc
T02322	lge	Leuconostoc gelidum JB7			Prokaryotes; Bacteria; Firmicutes - Bacilli; Leuconostoc
T04460	llf	Leuconostoc lactis	1246		Prokaryotes; Bacteria; Firmicutes - Bacilli; Leuconostoc
T04802	lgc	Leuconostoc garlicum	255248		Prokaryotes; Bacteria; Firmicutes - Bacilli; Leuconostoc
T05489	lsu	Leuconostoc mesenteroides subsp. suionicum			Prokaryotes; Bacteria; Firmicutes - Bacilli; Leuconostoc
T01577	wko	Weissella koreensis	165096		Prokaryotes; Bacteria; Firmicutes - Bacilli; Weissella
T03228	wce	Weissella ceti WS08			Prokaryotes; Bacteria; Firmicutes - Bacilli; Weissella
T03280	wct	Weissella ceti WS74			Prokaryotes; Bacteria; Firmicutes - Bacilli; Weissella
T03295	wci	Weissella ceti WS105			Prokaryotes; Bacteria; Firmicutes - Bacilli; Weissella
T04106	wcb	Weissella cibaria	137591		Prokaryotes; Bacteria; Firmicutes - Bacilli; Weissella
T04632	wjo	Weissella jogaejeotgali	1631871		Prokaryotes; Bacteria; Firmicutes - Bacilli; Weissella
T05120	wpa	Weissella paramesenteroides	1249		Prokaryotes; Bacteria; Firmicutes - Bacilli; Weissella
T01447	aur	Aerococcus urinae ACS-120-V-Col10a			Prokaryotes; Bacteria; Firmicutes - Bacilli; Aerococcus
T04528	aun	Aerococcus urinae CCUG36881			Prokaryotes; Bacteria; Firmicutes - Bacilli; Aerococcus
T04249	aui	Aerococcus urinaeequi	51665		Prokaryotes; Bacteria; Firmicutes - Bacilli; Aerococcus
T04253	asan	Aerococcus sanguinicola	119206		Prokaryotes; Bacteria; Firmicutes - Bacilli; Aerococcus
T04262	acg	Aerococcus christensenii	87541		Prokaryotes; Bacteria; Firmicutes - Bacilli; Aerococcus
T04270	avs	Aerococcus viridans	1377		Prokaryotes; Bacteria; Firmicutes - Bacilli; Aerococcus
T04284	auh	Aerococcus urinaehominis	128944		Prokaryotes; Bacteria; Firmicutes - Bacilli; Aerococcus
T01452	crn	Carnobacterium sp. 17-4	208596		Prokaryotes; Bacteria; Firmicutes - Bacilli; Carnobacterium
T02342	cml	Carnobacterium maltaromaticum	2751		Prokaryotes; Bacteria; Firmicutes - Bacilli; Carnobacterium
T02884	caw	Carnobacterium inhibens	147709		Prokaryotes; Bacteria; Firmicutes - Bacilli; Carnobacterium
T04230	carc	Carnobacterium sp. CP1	1564681		Prokaryotes; Bacteria; Firmicutes - Bacilli; Carnobacterium
T04573	marr	Marinilactibacillus sp. 15R	1911586		Prokaryotes; Bacteria; Firmicutes - Bacilli; Marinilactibacillus
T04689	jep	Jeotgalibaca sp. PTS2502	1903686		Prokaryotes; Bacteria; Firmicutes - Bacilli; Jeotgalibaca
T04733	jda	Jeotgalibaca dankookensis	708126		Prokaryotes; Bacteria; Firmicutes - Bacilli; Jeotgalibaca
T00056	cac	Clostridium acetobutylicum ATCC 824			Prokaryotes; Bacteria; Firmicutes - Clostridia; Clostridium
T01548	cae	Clostridium acetobutylicum DSM 1731			Prokaryotes; Bacteria; Firmicutes - Clostridia; Clostridium
T01864	cay	Clostridium acetobutylicum EA 2018			Prokaryotes; Bacteria; Firmicutes - Clostridia; Clostridium
T00074	cpe	Clostridium perfringens 13			Prokaryotes; Bacteria; Firmicutes - Clostridia; Clostridium
T00378	cpf	Clostridium perfringens ATCC 13124			Prokaryotes; Bacteria; Firmicutes - Clostridia; Clostridium
T00379	cpr	Clostridium perfringens SM101			Prokaryotes; Bacteria; Firmicutes - Clostridia; Clostridium
T00112	ctc	Clostridium tetani E88			Prokaryotes; Bacteria; Firmicutes - Clostridia; Clostridium
T02905	ctet	Clostridium tetani 12124569			Prokaryotes; Bacteria; Firmicutes - Clostridia; Clostridium
T00431	cno	Clostridium novyi	1542		Prokaryotes; Bacteria; Firmicutes - Clostridia; Clostridium
T00533	cbo	Clostridium botulinum A ATCC 3502			Prokaryotes; Bacteria; Firmicutes - Clostridia; Clostridium
T00574	cba	Clostridium botulinum A ATCC 19397			Prokaryotes; Bacteria; Firmicutes - Clostridia; Clostridium
T00575	cbh	Clostridium botulinum A Hall			Prokaryotes; Bacteria; Firmicutes - Clostridia; Clostridium
T00883	cby	Clostridium botulinum A2			Prokaryotes; Bacteria; Firmicutes - Clostridia; Clostridium
T00670	cbl	Clostridium botulinum A3 Loch Maree			Prokaryotes; Bacteria; Firmicutes - Clostridia; Clostridium
T00696	cbk	Clostridium botulinum B Eklund 17B		NRP	Prokaryotes; Bacteria; Firmicutes - Clostridia; Clostridium
T00671	cbb	Clostridium botulinum B1 Okra			Prokaryotes; Bacteria; Firmicutes - Clostridia; Clostridium
T00895	cbi	Clostridium botulinum Ba4			Prokaryotes; Bacteria; Firmicutes - Clostridia; Clostridium
T01475	cbn	Clostridium botulinum BKT015925			Prokaryotes; Bacteria; Firmicutes - Clostridia; Clostridium
T00767	cbt	Clostridium botulinum E3			Prokaryotes; Bacteria; Firmicutes - Clostridia; Clostridium
T00563	cbf	Clostridium botulinum F Langeland			Prokaryotes; Bacteria; Firmicutes - Clostridia; Clostridium
T01865	cbm	Clostridium botulinum F 230613			Prokaryotes; Bacteria; Firmicutes - Clostridia; Clostridium
T02076	cbj	Clostridium botulinum H04402 065			Prokaryotes; Bacteria; Firmicutes - Clostridia; Clostridium
T00547	cbe	Clostridium beijerinckii NCIMB 8052			Prokaryotes; Bacteria; Firmicutes - Clostridia; Clostridium
T03415	cbz	Clostridium beijerinckii ATCC 35702			Prokaryotes; Bacteria; Firmicutes - Clostridia; Clostridium
T04773	cbei	Clostridium beijerinckii NCIMB 14988			Prokaryotes; Bacteria; Firmicutes - Clostridia; Clostridium
T00564	ckl	Clostridium kluyveri DSM 555			Prokaryotes; Bacteria; Firmicutes - Clostridia; Clostridium
T00832	ckr	Clostridium kluyveri NBRC 12016			Prokaryotes; Bacteria; Firmicutes - Clostridia; Clostridium
T01276	clj	Clostridium ljungdahlii	1538		Prokaryotes; Bacteria; Firmicutes - Clostridia; Clostridium
T01294	ccb	Clostridium cellulovorans	1493		Prokaryotes; Bacteria; Firmicutes - Clostridia; Clostridium
T01565	cls	Clostridium sp. SY8519	1042156		Prokaryotes; Bacteria; Firmicutes - Clostridia; Clostridium
T01708	clb	Clostridium sp. BNL1100	755731		Prokaryotes; Bacteria; Firmicutes - Clostridia; Clostridium
T02467	csr	Clostridium saccharoperbutylacetonicum	36745		Prokaryotes; Bacteria; Firmicutes - Clostridia; Clostridium
T02645	cpas	Clostridium pasteurianum BC1			Prokaryotes; Bacteria; Firmicutes - Clostridia; Clostridium
T03753	cpat	Clostridium pasteurianum DSM 525 = ATCC 6013			Prokaryotes; Bacteria; Firmicutes - Clostridia; Clostridium
T03811	cpae	Clostridium pasteurianum DSM 525 = ATCC 6013			Prokaryotes; Bacteria; Firmicutes - Clostridia; Clostridium
T02876	csb	Clostridium saccharobutylicum	169679		Prokaryotes; Bacteria; Firmicutes - Clostridia; Clostridium
T02883	cah	Clostridium autoethanogenum	84023		Prokaryotes; Bacteria; Firmicutes - Clostridia; Clostridium
T03165	clt	Clostridium bornimense	1216932		Prokaryotes; Bacteria; Firmicutes - Clostridia; Clostridium
T03506	cbv	Clostridium baratii	1561		Prokaryotes; Bacteria; Firmicutes - Clostridia; Clostridium
T03803	csq	Clostridium scatologenes	1548		Prokaryotes; Bacteria; Firmicutes - Clostridia; Clostridium
T03905	cld	Clostridium sporogenes	1509		Prokaryotes; Bacteria; Firmicutes - Clostridia; Clostridium
T03971	cace	Clostridium aceticum	84022		Prokaryotes; Bacteria; Firmicutes - Clostridia; Clostridium
T03979	cck	Clostridium carboxidivorans	217159		Prokaryotes; Bacteria; Firmicutes - Clostridia; Clostridium
T04197	cbut	Clostridium butyricum	1492		Prokaryotes; Bacteria; Firmicutes - Clostridia; Clostridium
T04331	ctyk	Clostridium tyrobutyricum	1519		Prokaryotes; Bacteria; Firmicutes - Clostridia; Clostridium
T04811	ceu	Clostridium estertheticum	238834		Prokaryotes; Bacteria; Firmicutes - Clostridia; Clostridium
T04957	ctae	Clostridium taeniosporum	394958		Prokaryotes; Bacteria; Firmicutes - Clostridia; Clostridium
T05005	cfm	Clostridium formicaceticum	1497		Prokaryotes; Bacteria; Firmicutes - Clostridia; Clostridium
T05083	cchv	Clostridium chauvoei	46867		Prokaryotes; Bacteria; Firmicutes - Clostridia; Clostridium
T05123	carg	Clostridium argentinense	29341		Prokaryotes; Bacteria; Firmicutes - Clostridia; Clostridium
T05484	cdrk	Clostridium drakei	332101		Prokaryotes; Bacteria; Firmicutes - Clostridia; Clostridium
T00551	amt	Alkaliphilus metalliredigens	208226		Prokaryotes; Bacteria; Firmicutes - Clostridia; Alkaliphilus
T00607	aoe	Alkaliphilus oremlandii	461876		Prokaryotes; Bacteria; Firmicutes - Clostridia; Alkaliphilus
T01591	asf	Candidatus Arthromitus sp. SFB-mouse-Japan			Prokaryotes; Bacteria; Firmicutes - Clostridia; Arthromitus
T01857	asm	Candidatus Arthromitus sp. SFB-mouse-Yit			Prokaryotes; Bacteria; Firmicutes - Clostridia; Arthromitus
T03243	aso	Candidatus Arthromitus sp. SFB-mouse-NL	1508644		Prokaryotes; Bacteria; Firmicutes - Clostridia; Arthromitus
T01624	asb	Candidatus Arthromitus sp. SFB-rat-Yit	1041504		Prokaryotes; Bacteria; Firmicutes - Clostridia; Arthromitus
T04493	gfe	Geosporobacter ferrireducens	1424294		Prokaryotes; Bacteria; Firmicutes - Clostridia; Geosporobacter
T00474	cth	Ruminiclostridium thermocellum ATCC 27405			Prokaryotes; Bacteria; Firmicutes - Clostridia; Ruminiclostridium
T01933	ctx	Ruminiclostridium thermocellum DSM 1313			Prokaryotes; Bacteria; Firmicutes - Clostridia; Ruminiclostridium
T04437	ruk	Ruminiclostridium sp. KB18	1834198		Prokaryotes; Bacteria; Firmicutes - Clostridia; Ruminiclostridium
T00835	cce	Clostridium cellulolyticum			Prokaryotes; Bacteria; Firmicutes - Clostridia; Ruminiclostridium
T01661	ccl	Clostridium clariflavum			Prokaryotes; Bacteria; Firmicutes - Clostridia; Ruminiclostridium
T02589	esr	Eubacterium siraeum V10Sc8a			Prokaryotes; Bacteria; Firmicutes - Clostridia; Ruminiclostridium
T02590	esu	Eubacterium siraeum 70/3			Prokaryotes; Bacteria; Firmicutes - Clostridia; Ruminiclostridium
T02440	css	Clostridium stercorarium subsp. stercorarium DSM 8532			Prokaryotes; Bacteria; Firmicutes - Clostridia; Ruminiclostridium
T02527	csd	Clostridium stercorarium subsp. stercorarium DSM 8532			Prokaryotes; Bacteria; Firmicutes - Clostridia; Ruminiclostridium
T03806	ccel	Clostridium cellulosi			Prokaryotes; Bacteria; Firmicutes - Clostridia; Ruminiclostridium
T05300	cthd	Clostridium thermosuccinogenes			Prokaryotes; Bacteria; Firmicutes - Clostridia; Ruminiclostridium
T01384	eha	Ethanoligenens harbinense	253239		Prokaryotes; Bacteria; Firmicutes - Clostridia; Ethanoligenens
T01387	ral	Ruminococcus albus	1264		Prokaryotes; Bacteria; Firmicutes - Clostridia; Ruminococcus
T02599	rbr	Ruminococcus bromii	40518		Prokaryotes; Bacteria; Firmicutes - Clostridia; Ruminococcus
T02600	rch	Ruminococcus champanellensis	1161942		Prokaryotes; Bacteria; Firmicutes - Clostridia; Ruminococcus
T02601	rum	Ruminococcus sp. SR1/5	657323		Prokaryotes; Bacteria; Firmicutes - Clostridia; Ruminococcus
T03158	rus	Ruminococcus bicirculans	1160721		Prokaryotes; Bacteria; Firmicutes - Clostridia; Ruminococcus
T04880	rbp	Ruminococcaceae bacterium CPB6	1572656		Prokaryotes; Bacteria; Firmicutes - Clostridia; Unclassified Ruminococcaceae
T02591	fpr	Faecalibacterium prausnitzii L2-6			Prokaryotes; Bacteria; Firmicutes - Clostridia; Faecalibacterium
T02592	fpa	Faecalibacterium prausnitzii SL3/3			Prokaryotes; Bacteria; Firmicutes - Clostridia; Faecalibacterium
T01181	clo	Mageeibacillus indolicus	884684		Prokaryotes; Bacteria; Firmicutes - Clostridia; Mageeibacillus
T05223	hsc	Herbivorax saccincola	1677857		Prokaryotes; Bacteria; Firmicutes - Clostridia; Herbivorax
T05345	fsa	Fastidiosipila sanguinis	236753		Prokaryotes; Bacteria; Firmicutes - Clostridia; Fastidiosipila
T01292	bpb	Butyrivibrio proteoclasticus	43305		Prokaryotes; Bacteria; Firmicutes - Clostridia; Butyrivibrio
T02581	bfi	Butyrivibrio fibrisolvens	831		Prokaryotes; Bacteria; Firmicutes - Clostridia; Butyrivibrio
T04542	bhu	Butyrivibrio hungatei	185008		Prokaryotes; Bacteria; Firmicutes - Clostridia; Butyrivibrio
T01448	cle	Cellulosilyticum lentocellum	29360		Prokaryotes; Bacteria; Firmicutes - Clostridia; Cellulosilyticum
T01621	rho	Roseburia hominis	301301		Prokaryotes; Bacteria; Firmicutes - Clostridia; Roseburia
T02597	rix	Roseburia intestinalis XB6B4			Prokaryotes; Bacteria; Firmicutes - Clostridia; Roseburia
T02598	rim	Roseburia intestinalis M50/1			Prokaryotes; Bacteria; Firmicutes - Clostridia; Roseburia
T02583	coo	Coprococcus sp. ART55/1	751585		Prokaryotes; Bacteria; Firmicutes - Clostridia; Coprococcus
T02584	cct	Coprococcus catus	116085		Prokaryotes; Bacteria; Firmicutes - Clostridia; Coprococcus
T02605	rob	Blautia obeum	40520		Prokaryotes; Bacteria; Firmicutes - Clostridia; Blautia
T04458	byl	Blautia sp. YL58	1796616		Prokaryotes; Bacteria; Firmicutes - Clostridia; Blautia
T02606	rto	Ruminococcus torques			Prokaryotes; Bacteria; Firmicutes - Clostridia; Blautia
T05095	bhan	Blautia hansenii	1322		Prokaryotes; Bacteria; Firmicutes - Clostridia; Blautia
T05518	blau	Blautia sp. N6H1-15	1912897		Prokaryotes; Bacteria; Firmicutes - Clostridia; Blautia
T00619	cpy	Lachnoclostridium phytofermentans	66219		Prokaryotes; Bacteria; Firmicutes - Clostridia; Lachnoclostridium
T04430	lacy	Lachnoclostridium sp. YL32	1834196		Prokaryotes; Bacteria; Firmicutes - Clostridia; Lachnoclostridium
T01288	csh	Clostridium saccharolyticum WM1			Prokaryotes; Bacteria; Firmicutes - Clostridia; Lachnoclostridium
T02614	cso	Clostridium cf. saccharolyticum K10			Prokaryotes; Bacteria; Firmicutes - Clostridia; Lachnoclostridium
T05466	cbol	Clostridium bolteae			Prokaryotes; Bacteria; Firmicutes - Clostridia; Lachnoclostridium
T02612	bprl	Anaerostipes hadrus	649756		Prokaryotes; Bacteria; Firmicutes - Clostridia; Anaerostipes
T04072	hsd	Herbinix luporum	1679721		Prokaryotes; Bacteria; Firmicutes - Clostridia; Herbinix
T04574	cpro	Anaerotignum propionicum	28446		Prokaryotes; Bacteria; Firmicutes - Clostridia; Anaerotignum
T00909	ere	Eubacterium rectale ATCC 33656			Prokaryotes; Bacteria; Firmicutes - Clostridia; Unclassified Lachnospiraceae
T02587	ert	Eubacterium rectale DSM 17629			Prokaryotes; Bacteria; Firmicutes - Clostridia; Unclassified Lachnospiraceae
T02588	era	Eubacterium rectale M104/1			Prokaryotes; Bacteria; Firmicutes - Clostridia; Unclassified Lachnospiraceae
T00487	cdf	Clostridioides difficile 630			Prokaryotes; Bacteria; Firmicutes - Clostridia; Clostridioides
T03885	pdc	Clostridioides difficile 630			Prokaryotes; Bacteria; Firmicutes - Clostridia; Clostridioides
T00997	cdc	Clostridioides difficile CD196			Prokaryotes; Bacteria; Firmicutes - Clostridia; Clostridioides
T00998	cdl	Clostridioides difficile R20291			Prokaryotes; Bacteria; Firmicutes - Clostridia; Clostridioides
T03785	pdf	Clostridioides difficile 630Derm			Prokaryotes; Bacteria; Firmicutes - Clostridia; Clostridioides
T03061	eac	Peptoclostridium acidaminophilum	1731		Prokaryotes; Bacteria; Firmicutes - Clostridia; Peptoclostridium
T01334	cst	Acetoanaerobium sticklandii	1511		Prokaryotes; Bacteria; Firmicutes - Clostridia; Acetoanaerobium
T01663	faa	Filifactor alocis	143361		Prokaryotes; Bacteria; Firmicutes - Clostridia; Filifactor
T05252	psor	Paeniclostridium sordellii	1505		Prokaryotes; Bacteria; Firmicutes - Clostridia; Paeniclostridium
T05383	pbq	Peptostreptococcaceae bacterium oral taxon 929	2081703		Prokaryotes; Bacteria; Firmicutes - Clostridia; Unclassified Peptostreptococcaceae
T00196	sth	Symbiobacterium thermophilum	2734		Prokaryotes; Bacteria; Firmicutes - Clostridia; Symbiobacterium
T00396	swo	Syntrophomonas wolfei	863		Prokaryotes; Bacteria; Firmicutes - Clostridia; Syntrophomonas
T01253	slp	Syntrophothermus lipocalidus	86170		Prokaryotes; Bacteria; Firmicutes - Clostridia; Syntrophothermus
T00333	dsy	Desulfitobacterium hafniense Y51			Prokaryotes; Bacteria; Firmicutes - Clostridia; Desulfitobacterium
T00822	dhd	Desulfitobacterium hafniense DCB-2			Prokaryotes; Bacteria; Firmicutes - Clostridia; Desulfitobacterium
T02146	ddh	Desulfitobacterium dehalogenans	36854		Prokaryotes; Bacteria; Firmicutes - Clostridia; Desulfitobacterium
T02390	ddl	Desulfitobacterium dichloroeliminans	233055		Prokaryotes; Bacteria; Firmicutes - Clostridia; Desulfitobacterium
T03599	dmt	Desulfitobacterium metallireducens	142877		Prokaryotes; Bacteria; Firmicutes - Clostridia; Desulfitobacterium
T00494	drm	Desulfotomaculum reducens	59610		Prokaryotes; Bacteria; Firmicutes - Clostridia; Desulfotomaculum
T01498	dca	Desulfotomaculum nigrificans	1565		Prokaryotes; Bacteria; Firmicutes - Clostridia; Desulfotomaculum
