Entry	code	Scientific_name	txid	Common_name	Taxonomic_classification
T03842	reb	Rhodococcus erythropolis BG43			Prokaryotes; Bacteria; Actinobacteria; Rhodococcus
T00882	rop	Rhodococcus opacus B4			Prokaryotes; Bacteria; Actinobacteria; Rhodococcus
T03071	roa	Rhodococcus opacus PD630			Prokaryotes; Bacteria; Actinobacteria; Rhodococcus
T01352	req	Rhodococcus hoagii			Prokaryotes; Bacteria; Actinobacteria; Rhodococcus
T02974	rpy	Rhodococcus pyridinivorans	103816		Prokaryotes; Bacteria; Actinobacteria; Rhodococcus
T03776	rhb	Rhodococcus sp. B7740	1564114		Prokaryotes; Bacteria; Actinobacteria; Rhodococcus
T03876	rav	Rhodococcus aetherivorans	191292		Prokaryotes; Bacteria; Actinobacteria; Rhodococcus
T04328	rfa	Rhodococcus fascians	1828		Prokaryotes; Bacteria; Actinobacteria; Rhodococcus
T04814	rhw	Rhodococcus sp. WMMA185	679318		Prokaryotes; Bacteria; Actinobacteria; Rhodococcus
T05030	rhs	Rhodococcus sp. PBTS 2	1653479		Prokaryotes; Bacteria; Actinobacteria; Rhodococcus
T05142	rrz	Rhodococcus ruber	1830		Prokaryotes; Bacteria; Actinobacteria; Rhodococcus
T05182	rhu	Rhodococcus sp. PBTS 1	1653478		Prokaryotes; Bacteria; Actinobacteria; Rhodococcus
T05315	rqi	Rhodococcus qingshengii	334542		Prokaryotes; Bacteria; Actinobacteria; Rhodococcus
T05434	rhq	Rhodococcus sp. p52	935199		Prokaryotes; Bacteria; Actinobacteria; Rhodococcus
T05462	rhod	Rhodococcus sp. 008	1723645		Prokaryotes; Bacteria; Actinobacteria; Rhodococcus
T05521	rrt	Rhodococcus rhodochrous	1829		Prokaryotes; Bacteria; Actinobacteria; Rhodococcus
T01102	gbr	Gordonia bronchialis	2054		Prokaryotes; Bacteria; Actinobacteria; Gordonia
T01719	gpo	Gordonia polyisoprenivorans	84595		Prokaryotes; Bacteria; Actinobacteria; Gordonia
T02216	gor	Gordonia sp. KTR9	337191		Prokaryotes; Bacteria; Actinobacteria; Gordonia
T04097	goq	Gordonia phthalatica			Prokaryotes; Bacteria; Actinobacteria; Gordonia
T04440	gta	Gordonia terrae	2055		Prokaryotes; Bacteria; Actinobacteria; Gordonia
T05256	goc	Gordonia sp. YC-JH1	2059875		Prokaryotes; Bacteria; Actinobacteria; Gordonia
T05370	git	Gordonia iterans	1004901		Prokaryotes; Bacteria; Actinobacteria; Gordonia
T01228	tpr	Tsukamurella paurometabola	2061		Prokaryotes; Bacteria; Actinobacteria; Tsukamurella
T05267	tsm	Tsukamurella tyrosinosolvens	57704		Prokaryotes; Bacteria; Actinobacteria; Tsukamurella
T01238	srt	Segniliparus rotundus	286802		Prokaryotes; Bacteria; Actinobacteria; Segniliparus
T04608	dtm	Dietzia timorensis	499555		Prokaryotes; Bacteria; Actinobacteria; Dietzia
T05390	dit	Dietzia sp. oral taxon 368	712270		Prokaryotes; Bacteria; Actinobacteria; Dietzia
T05397	diz	Dietzia sp. JS16-p6b	2052657		Prokaryotes; Bacteria; Actinobacteria; Dietzia
T05437	dpc	Dietzia psychralcaliphila	139021		Prokaryotes; Bacteria; Actinobacteria; Dietzia
T05442	dlu	Dietzia lutea	546160		Prokaryotes; Bacteria; Actinobacteria; Dietzia
T04080	cbq	Lawsonella clevelandensis	1528099		Prokaryotes; Bacteria; Actinobacteria; Lawsonella
T00085	sco	Streptomyces coelicolor	1902		Prokaryotes; Bacteria; Actinobacteria; Streptomyces
T00126	sma	Streptomyces avermitilis	33903		Prokaryotes; Bacteria; Actinobacteria; Streptomyces
T00691	sgr	Streptomyces griseus	1911		Prokaryotes; Bacteria; Actinobacteria; Streptomyces
T04209	sgb	Streptomyces globisporus	1908		Prokaryotes; Bacteria; Actinobacteria; Streptomyces
T01187	scb	Streptomyces scabiei	1930		Prokaryotes; Bacteria; Actinobacteria; Streptomyces
T01601	ssx	Streptomyces sp. SirexAA-E	862751		Prokaryotes; Bacteria; Actinobacteria; Streptomyces
T01602	svl	Streptomyces violaceusniger	68280		Prokaryotes; Bacteria; Actinobacteria; Streptomyces
T01646	sct	Streptomyces cattleya NRRL 8057 = DSM 46488			Prokaryotes; Bacteria; Actinobacteria; Streptomyces
T02095	scy	Streptomyces cattleya NRRL 8057 = DSM 46488			Prokaryotes; Bacteria; Actinobacteria; Streptomyces
T01647	sfa	Streptomyces pratensis	1169025		Prokaryotes; Bacteria; Actinobacteria; Streptomyces
T01678	sbh	Streptomyces bingchenggensis	379067		Prokaryotes; Bacteria; Actinobacteria; Streptomyces
T02063	shy	Streptomyces hygroscopicus subsp. jinggangensis 5008			Prokaryotes; Bacteria; Actinobacteria; Streptomyces
T02531	sho	Streptomyces hygroscopicus subsp. jinggangensis TL01			Prokaryotes; Bacteria; Actinobacteria; Streptomyces
T02274	sve	Streptomyces venezuelae	54571		Prokaryotes; Bacteria; Actinobacteria; Streptomyces
T02518	sdv	Streptomyces davaonensis	348043		Prokaryotes; Bacteria; Actinobacteria; Streptomyces
T02545	salb	Streptomyces albus J1074			Prokaryotes; Bacteria; Actinobacteria; Streptomyces
T03823	sals	Streptomyces albus DSM 41398			Prokaryotes; Bacteria; Actinobacteria; Streptomyces
T02619	strp	Streptomyces sp. PAMC 26508	1265601		Prokaryotes; Bacteria; Actinobacteria; Streptomyces
T02650	sfi	Streptomyces fulvissimus	68202		Prokaryotes; Bacteria; Actinobacteria; Streptomyces
T02787	sci	Streptomyces collinus	42684		Prokaryotes; Bacteria; Actinobacteria; Streptomyces
T02907	src	Streptomyces rapamycinicus	1226757		Prokaryotes; Bacteria; Actinobacteria; Streptomyces
T03082	salu	Streptomyces albulus NK660			Prokaryotes; Bacteria; Actinobacteria; Streptomyces
T03896	sall	Streptomyces albulus ZPM			Prokaryotes; Bacteria; Actinobacteria; Streptomyces
T03222	slv	Streptomyces lividans	1916		Prokaryotes; Bacteria; Actinobacteria; Streptomyces
T03327	sgu	Streptomyces glaucescens	1907		Prokaryotes; Bacteria; Actinobacteria; Streptomyces
T03586	svt	Streptomyces vietnamensis	362257		Prokaryotes; Bacteria; Actinobacteria; Streptomyces
T03587	stre	Streptomyces sp. 769	1262452		Prokaryotes; Bacteria; Actinobacteria; Streptomyces
T03687	scw	Streptomyces cyaneogriseus	68192		Prokaryotes; Bacteria; Actinobacteria; Streptomyces
T03756	sld	Streptomyces lydicus A02			Prokaryotes; Bacteria; Actinobacteria; Streptomyces
T04699	slc	Streptomyces lydicus 103			Prokaryotes; Bacteria; Actinobacteria; Streptomyces
T03904	sxi	Streptomyces xiamenensis	408015		Prokaryotes; Bacteria; Actinobacteria; Streptomyces
T03958	strm	Streptomyces sp. Mg1	465541		Prokaryotes; Bacteria; Actinobacteria; Streptomyces
T03968	strc	Streptomyces sp. CNQ-509	444103		Prokaryotes; Bacteria; Actinobacteria; Streptomyces
T04055	samb	Streptomyces ambofaciens	1889		Prokaryotes; Bacteria; Actinobacteria; Streptomyces
T04073	spri	Streptomyces pristinaespiralis	38300		Prokaryotes; Bacteria; Actinobacteria; Streptomyces
T04074	scz	Streptomyces sp. CFMR 7	1649184		Prokaryotes; Bacteria; Actinobacteria; Streptomyces
T04240	scx	Streptomyces sp. CdTB01	1725411		Prokaryotes; Bacteria; Actinobacteria; Streptomyces
T04246	srw	Streptomyces reticuli	1926		Prokaryotes; Bacteria; Actinobacteria; Streptomyces
T04265	strf	Streptomyces sp. 4F	1751294		Prokaryotes; Bacteria; Actinobacteria; Streptomyces
T04414	sle	Streptomyces leeuwenhoekii	1437453		Prokaryotes; Bacteria; Actinobacteria; Streptomyces
T04616	srn	Streptomyces rubrolavendulae	285473		Prokaryotes; Bacteria; Actinobacteria; Streptomyces
T04685	spav	Streptomyces parvulus	146923		Prokaryotes; Bacteria; Actinobacteria; Streptomyces
T04706	strt	Streptomyces sp. SAT1	1849967		Prokaryotes; Bacteria; Actinobacteria; Streptomyces
T04717	sclf	Streptomyces clavuligerus	1901		Prokaryotes; Bacteria; Actinobacteria; Streptomyces
T04729	sgs	Streptomyces griseochromogenes	68214		Prokaryotes; Bacteria; Actinobacteria; Streptomyces
T04777	stsi	Streptomyces sp. S10		2016	Prokaryotes; Bacteria; Actinobacteria; Streptomyces
T04801	sls	Streptomyces lincolnensis	1915		Prokaryotes; Bacteria; Actinobacteria; Streptomyces
T04806	snr	Streptomyces noursei	1971		Prokaryotes; Bacteria; Actinobacteria; Streptomyces
T04845	splu	Streptomyces pluripotens	1355015		Prokaryotes; Bacteria; Actinobacteria; Streptomyces
T04862	strd	Streptomyces sp. CCM_MD2014			Prokaryotes; Bacteria; Actinobacteria; Streptomyces
T04887	snw	Streptomyces niveus	193462		Prokaryotes; Bacteria; Actinobacteria; Streptomyces
T04980	sauo	Streptomyces autolyticus	75293		Prokaryotes; Bacteria; Actinobacteria; Streptomyces
T05110	ssia	Streptomyces alfalfae	1642299		Prokaryotes; Bacteria; Actinobacteria; Streptomyces
T05124	svu	Streptomyces violaceoruber	1935		Prokaryotes; Bacteria; Actinobacteria; Streptomyces
T05140	spun	Streptomyces puniciscabiei	164348		Prokaryotes; Bacteria; Actinobacteria; Streptomyces
T05165	sgv	Streptomyces gilvosporeus	553510		Prokaryotes; Bacteria; Actinobacteria; Streptomyces
T05189	smal	Streptomyces malaysiensis	92644		Prokaryotes; Bacteria; Actinobacteria; Streptomyces
T05205	slau	Streptomyces laurentii	39478		Prokaryotes; Bacteria; Actinobacteria; Streptomyces
T05221	salf	Streptomyces alboflavus	67267		Prokaryotes; Bacteria; Actinobacteria; Streptomyces
T05230	salj	Streptomyces albireticuli	1940		Prokaryotes; Bacteria; Actinobacteria; Streptomyces
T05314	slx	Streptomyces lavendulae	1914		Prokaryotes; Bacteria; Actinobacteria; Streptomyces
T05374	stro	Streptomyces sp. MOE7	1961713		Prokaryotes; Bacteria; Actinobacteria; Streptomyces
T05416	sfk	Streptomyces formicae	1616117		Prokaryotes; Bacteria; Actinobacteria; Streptomyces
T01648	ksk	Kitasatospora setae	2066		Prokaryotes; Bacteria; Actinobacteria; Kitasatospora
T05009	kab	Kitasatospora albolonga	68173		Prokaryotes; Bacteria; Actinobacteria; Kitasatospora
T05021	kau	Kitasatospora aureofaciens	1894		Prokaryotes; Bacteria; Actinobacteria; Kitasatospora
T05366	kit	Kitasatospora sp. MMS16-BH015	2018025		Prokaryotes; Bacteria; Actinobacteria; Kitasatospora
T05561	stri	Streptacidiphilus sp. DSM 106435	2126346		Prokaryotes; Bacteria; Actinobacteria; Streptacidiphilus
T00116	twh	Tropheryma whipplei Twist			Prokaryotes; Bacteria; Actinobacteria; Tropheryma
T00117	tws	Tropheryma whipplei TW08/27			Prokaryotes; Bacteria; Actinobacteria; Tropheryma
T00190	lxx	Leifsonia xyli subsp. xyli CTCB07			Prokaryotes; Bacteria; Actinobacteria; Leifsonia
T02852	lxy	Leifsonia xyli subsp. cynodontis DSM 46306			Prokaryotes; Bacteria; Actinobacteria; Leifsonia
T00529	cmi	Clavibacter michiganensis subsp. michiganensis			Prokaryotes; Bacteria; Actinobacteria; Clavibacter
T00678	cms	Clavibacter sepedonicus	31964		Prokaryotes; Bacteria; Actinobacteria; Clavibacter
T02530	cmc	Clavibacter nebraskensis	31963		Prokaryotes; Bacteria; Actinobacteria; Clavibacter
T03862	cmh	Clavibacter insidiosus	33014		Prokaryotes; Bacteria; Actinobacteria; Clavibacter
T05227	ccap	Clavibacter capsici	1874630		Prokaryotes; Bacteria; Actinobacteria; Clavibacter
T01423	mts	Microbacterium testaceum	2033		Prokaryotes; Bacteria; Actinobacteria; Microbacterium
T04046	mim	Microbacterium sp. CGR1	1696072		Prokaryotes; Bacteria; Actinobacteria; Microbacterium
T04102	mio	Microbacterium sp. No. 7	1714373		Prokaryotes; Bacteria; Actinobacteria; Microbacterium
T04243	mix	Microbacterium sp. XT11	367477		Prokaryotes; Bacteria; Actinobacteria; Microbacterium
T04312	mip	Microbacterium sp. PAMC 28756	1795053		Prokaryotes; Bacteria; Actinobacteria; Microbacterium
T04340	mcw	Microbacterium chocolatum	84292		Prokaryotes; Bacteria; Actinobacteria; Microbacterium
T04601	mpal	Microbacterium paludicola	300019		Prokaryotes; Bacteria; Actinobacteria; Microbacterium
T04827	mih	Microbacterium sp. BH-3-3-3	1906742		Prokaryotes; Bacteria; Actinobacteria; Microbacterium
T04912	micr	Microbacterium sp. 1.5R	1916917		Prokaryotes; Bacteria; Actinobacteria; Microbacterium
T04977	maur	Microbacterium aurum	36805		Prokaryotes; Bacteria; Actinobacteria; Microbacterium
T05238	mhos	Microbacterium hominis	162426		Prokaryotes; Bacteria; Actinobacteria; Microbacterium
T03203	rla	Candidatus Rhodoluna lacicola			Prokaryotes; Bacteria; Actinobacteria; Rhodoluna
T04564	rpla	Candidatus Rhodoluna planktonica	535712		Prokaryotes; Bacteria; Actinobacteria; Rhodoluna
T03670	rtx	Rathayibacter toxicus 70137			Prokaryotes; Bacteria; Actinobacteria; Rathayibacter
T04269	rtc	Rathayibacter toxicus WAC3373			Prokaryotes; Bacteria; Actinobacteria; Rathayibacter
T04388	rtn	Rathayibacter tritici	33888		Prokaryotes; Bacteria; Actinobacteria; Rathayibacter
T04180	cum	Curtobacterium sp. MR_MD2014			Prokaryotes; Bacteria; Actinobacteria; Curtobacterium
T04562	cub	Curtobacterium sp. BH-2-1-1	1905847		Prokaryotes; Bacteria; Actinobacteria; Curtobacterium
T04252	mvd	Microterricola viridarii	412690		Prokaryotes; Bacteria; Actinobacteria; Microterricola
T04281	frp	Frondihabitans sp. PAMC 28766	1795630		Prokaryotes; Bacteria; Actinobacteria; Frondihabitans
T04413	agy	Agromyces aureus			Prokaryotes; Bacteria; Actinobacteria; Agromyces
T05411	agm	Agromyces sp. 30A	2080742		Prokaryotes; Bacteria; Actinobacteria; Agromyces
T04435	cart	Cryobacterium arcticum	670052		Prokaryotes; Bacteria; Actinobacteria; Cryobacterium
T04908	cry	Cryobacterium sp. LW097	1978566		Prokaryotes; Bacteria; Actinobacteria; Cryobacterium
T04797	cphy	Cnuibacter physcomitrellae	1619308		Prokaryotes; Bacteria; Actinobacteria; Cnuibacter
T05175	amin	Aurantimicrobium minutum	708131		Prokaryotes; Bacteria; Actinobacteria; Aurantimicrobium
T05480	aum	Aurantimicrobium sp. MWH-Mo1	1987356		Prokaryotes; Bacteria; Actinobacteria; Aurantimicrobium
T05539	auw	Aurantimicrobium sp. MWH-Uga1	2079575		Prokaryotes; Bacteria; Actinobacteria; Aurantimicrobium
T05334	psai	Pontimonas salivibrio	1159327		Prokaryotes; Bacteria; Actinobacteria; Pontimonas
T05359	malk	Microcella alkaliphila	279828		Prokaryotes; Bacteria; Actinobacteria; Microcella
T05409	myl	Mycetocola sp. CGMCC 1.16372	2079792		Prokaryotes; Bacteria; Actinobacteria; Mycetocola
T05414	salc	Salinibacterium sp. CGMCC 1.16371	2079791		Prokaryotes; Bacteria; Actinobacteria; Salinibacterium
T05558	hum	Humibacter sp. BT305	2282656		Prokaryotes; Bacteria; Actinobacteria; Humibacter
T00421	art	Arthrobacter sp. FB24	290399		Prokaryotes; Bacteria; Actinobacteria; Arthrobacter
T02215	arr	Arthrobacter sp. Rue61a	1118963		Prokaryotes; Bacteria; Actinobacteria; Arthrobacter
T03487	arm	Arthrobacter sp. PAMC 25486	1494608		Prokaryotes; Bacteria; Actinobacteria; Arthrobacter
T03775	ari	Arthrobacter sp. IHBB 11108	1618207		Prokaryotes; Bacteria; Actinobacteria; Arthrobacter
T04078	arl	Arthrobacter sp. LS16	1690248		Prokaryotes; Bacteria; Actinobacteria; Arthrobacter
T04085	are	Arthrobacter sp. ERGS1:01	1704044		Prokaryotes; Bacteria; Actinobacteria; Arthrobacter
T04095	aaq	Arthrobacter alpinus R3.8			Prokaryotes; Bacteria; Actinobacteria; Arthrobacter
T04228	arw	Arthrobacter alpinus A3			Prokaryotes; Bacteria; Actinobacteria; Arthrobacter
T04181	arh	Arthrobacter sp. Hiyo8	1588023		Prokaryotes; Bacteria; Actinobacteria; Arthrobacter
T04187	ary	Arthrobacter sp. YC-RL1	1652545		Prokaryotes; Bacteria; Actinobacteria; Arthrobacter
T04477	arz	Arthrobacter sp. ATCC 21022	1771959		Prokaryotes; Bacteria; Actinobacteria; Arthrobacter
T05053	aru	Arthrobacter sp. U41	1849032		Prokaryotes; Bacteria; Actinobacteria; Arthrobacter
T05056	arq	Arthrobacter sp. QXT-31	1357915		Prokaryotes; Bacteria; Actinobacteria; Arthrobacter
T05171	arn	Arthrobacter sp. YN	2020486		Prokaryotes; Bacteria; Actinobacteria; Arthrobacter
T05201	arx	Arthrobacter sp. ZXY-2	1806905		Prokaryotes; Bacteria; Actinobacteria; Arthrobacter
T05322	acry	Arthrobacter crystallopoietes	37928		Prokaryotes; Bacteria; Actinobacteria; Arthrobacter
T05450	arth	Arthrobacter sp. PGP41	2079227		Prokaryotes; Bacteria; Actinobacteria; Arthrobacter
T00447	aau	Paenarthrobacter aurescens	43663		Prokaryotes; Bacteria; Actinobacteria; Paenarthrobacter
T00834	ach	Pseudarthrobacter chlorophenolicus	85085		Prokaryotes; Bacteria; Actinobacteria; Pseudarthrobacter
T01435	apn	Pseudarthrobacter phenanthrenivorans	361575		Prokaryotes; Bacteria; Actinobacteria; Pseudarthrobacter
T04210	psul	Pseudarthrobacter sulfonivorans	121292		Prokaryotes; Bacteria; Actinobacteria; Pseudarthrobacter
T01320	aai	Glutamicibacter arilaitensis Re117			Prokaryotes; Bacteria; Actinobacteria; Glutamicibacter
T04229	gar	Glutamicibacter arilaitensis KLBMP5180			Prokaryotes; Bacteria; Actinobacteria; Glutamicibacter
T00641	rsa	Renibacterium salmoninarum	1646		Prokaryotes; Bacteria; Actinobacteria; Renibacterium
T00701	krh	Kocuria rhizophila	72000		Prokaryotes; Bacteria; Actinobacteria; Kocuria
T04045	kpl	Kocuria palustris	71999		Prokaryotes; Bacteria; Actinobacteria; Kocuria
T04206	kfv	Kocuria flava	446860		Prokaryotes; Bacteria; Actinobacteria; Kocuria
T00918	mlu	Micrococcus luteus	1270		Prokaryotes; Bacteria; Actinobacteria; Micrococcus
T01144	rmu	Rothia mucilaginosa	43675		Prokaryotes; Bacteria; Actinobacteria; Rothia
T01343	rdn	Rothia dentocariosa	2047		Prokaryotes; Bacteria; Actinobacteria; Rothia
T05268	raj	Rothia aeria	172042		Prokaryotes; Bacteria; Actinobacteria; Rothia
T04286	satk	Sinomonas atrocyanea	37927		Prokaryotes; Bacteria; Actinobacteria; Sinomonas
T04559	nae	Neomicrococcus aestuarii	556325		Prokaryotes; Bacteria; Actinobacteria; Neomicrococcus
T00893	bcv	Beutenbergia cavernae	84757		Prokaryotes; Bacteria; Actinobacteria; Beutenbergia
T00965	bfa	Brachybacterium faecium	43669		Prokaryotes; Bacteria; Actinobacteria; Brachybacterium
T04713	brx	Brachybacterium sp. P6-10-X1	1903186		Prokaryotes; Bacteria; Actinobacteria; Brachybacterium
T04950	brv	Brachybacterium sp. VR2415	2017485		Prokaryotes; Bacteria; Actinobacteria; Brachybacterium
T05099	bgg	Brachybacterium ginsengisoli	1331682		Prokaryotes; Bacteria; Actinobacteria; Brachybacterium
T05108	brz	Brachybacterium sp. VM2412	2017484		Prokaryotes; Bacteria; Actinobacteria; Brachybacterium
T04434	dva	Dermabacter vaginalis	1630135		Prokaryotes; Bacteria; Actinobacteria; Dermabacter
T00972	jde	Jonesia denitrificans	43674		Prokaryotes; Bacteria; Actinobacteria; Jonesia
T00974	kse	Kytococcus sedentarius	1276		Prokaryotes; Bacteria; Actinobacteria; Kytococcus
T03223	dni	Dermacoccus nishinomiyaensis	1274		Prokaryotes; Bacteria; Actinobacteria; Dermacoccus
T04024	lmoi	Luteipulveratus mongoliensis	571913		Prokaryotes; Bacteria; Actinobacteria; Luteipulveratus
T01135	xce	Xylanimonas cellulosilytica	186189		Prokaryotes; Bacteria; Actinobacteria; Xylanimonas
T01520	iva	Isoptericola variabilis	139208		Prokaryotes; Bacteria; Actinobacteria; Isoptericola
T04384	ido	Isoptericola dokdonensis	372663		Prokaryotes; Bacteria; Actinobacteria; Isoptericola
T04804	cet	Cellulosimicrobium sp. TH-20	1980001		Prokaryotes; Bacteria; Actinobacteria; Cellulosimicrobium
T04858	cceu	Cellulosimicrobium cellulans	1710		Prokaryotes; Bacteria; Actinobacteria; Cellulosimicrobium
T01214	ske	Sanguibacter keddieii	60920		Prokaryotes; Bacteria; Actinobacteria; Sanguibacter
T01230	cfl	Cellulomonas flavigena	1711		Prokaryotes; Bacteria; Actinobacteria; Cellulomonas
T01490	cfi	Cellulomonas fimi	1708		Prokaryotes; Bacteria; Actinobacteria; Cellulomonas
T01537	cga	Cellulomonas gilvus	11		Prokaryotes; Bacteria; Actinobacteria; Cellulomonas
T04985	cez	Cellulomonas sp. PSBB021	2003551		Prokaryotes; Bacteria; Actinobacteria; Cellulomonas
T01385	ica	Intrasporangium calvum	53358		Prokaryotes; Bacteria; Actinobacteria; Intrasporangium
T04014	ars	Arsenicicoccus sp. oral taxon 190	1658671		Prokaryotes; Bacteria; Actinobacteria; Arsenicicoccus
T04436	serj	Serinicoccus sp. JLT9	1758689		Prokaryotes; Bacteria; Actinobacteria; Serinicoccus
T04569	jte	Janibacter indicus	857417		Prokaryotes; Bacteria; Actinobacteria; Janibacter
T05559	orn	Ornithinimicrobium sp. AMA3305	2283195		Prokaryotes; Bacteria; Actinobacteria; Ornithinimicrobium
T04319	bly	Brevibacterium linens BS258			Prokaryotes; Bacteria; Actinobacteria; Brevibacterium
T04775	blin	Brevibacterium linens SMQ-1335			Prokaryotes; Bacteria; Actinobacteria; Brevibacterium
T05038	dco	Dermatophilus congolensis	1863		Prokaryotes; Bacteria; Actinobacteria; Dermatophilus
T00188	pac	Cutibacterium acnes KPA171202			Prokaryotes; Bacteria; Actinobacteria; Cutibacterium
T01215	pak	Cutibacterium acnes SK137			Prokaryotes; Bacteria; Actinobacteria; Cutibacterium
T01654	pav	Cutibacterium acnes TypeIA2 P.acn17			Prokaryotes; Bacteria; Actinobacteria; Cutibacterium
T01655	pax	Cutibacterium acnes TypeIA2 P.acn31			Prokaryotes; Bacteria; Actinobacteria; Cutibacterium
T01656	paz	Cutibacterium acnes TypeIA2 P.acn33			Prokaryotes; Bacteria; Actinobacteria; Cutibacterium
T01971	paw	Cutibacterium acnes 266			Prokaryotes; Bacteria; Actinobacteria; Cutibacterium
T01972	pad	Cutibacterium acnes subsp. defendens ATCC 11828			Prokaryotes; Bacteria; Actinobacteria; Cutibacterium
T02065	pcn	Cutibacterium acnes 6609			Prokaryotes; Bacteria; Actinobacteria; Cutibacterium
T02330	pacc	Cutibacterium acnes C1			Prokaryotes; Bacteria; Actinobacteria; Cutibacterium
T02638	pach	Cutibacterium acnes HL096PA1			Prokaryotes; Bacteria; Actinobacteria; Cutibacterium
T03470	pacn	Propionibacterium acnes hdn-1			Prokaryotes; Bacteria; Actinobacteria; Cutibacterium
T04624	cacn	Cutibacterium acnes KCOM 1861		= ChDC B594	Prokaryotes; Bacteria; Actinobacteria; Cutibacterium
T02632	pra	Cutibacterium avidum	33010		Prokaryotes; Bacteria; Actinobacteria; Cutibacterium
T05425	cgrn	Cutibacterium granulosum	33011		Prokaryotes; Bacteria; Actinobacteria; Cutibacterium
T01252	pfr	Propionibacterium freudenreichii subsp. shermanii CIRM-BIA1			Prokaryotes; Bacteria; Actinobacteria; Propionibacterium
T03860	pfre	Propionibacterium freudenreichii subsp. freudenreichii DSM 20271			Prokaryotes; Bacteria; Actinobacteria; Propionibacterium
T04515	prl	Propionibacterium sp. oral taxon 193	671223		Prokaryotes; Bacteria; Actinobacteria; Propionibacterium
T02180	ppc	Pseudopropionibacterium propionicum	1750		Prokaryotes; Bacteria; Actinobacteria; Pseudopropionibacterium
T02345	pbo	Acidipropionibacterium acidipropionici ATCC 4875			Prokaryotes; Bacteria; Actinobacteria; Acidipropionibacterium
T04523	aaci	Acidipropionibacterium acidipropionici CGMCC 1.2230			Prokaryotes; Bacteria; Actinobacteria; Acidipropionibacterium
T05538	acij	Acidipropionibacterium sp. JS278	2057246		Prokaryotes; Bacteria; Actinobacteria; Acidipropionibacterium
T01535	mph	Microlunatus phosphovorus	29405		Prokaryotes; Bacteria; Actinobacteria; Microlunatus
T04688	tfl	Tessaracoccus flavus	1610493		Prokaryotes; Bacteria; Actinobacteria; Tessaracoccus
T04703	tfa	Tessaracoccus flavescens	399497		Prokaryotes; Bacteria; Actinobacteria; Tessaracoccus
T04732	tes	Tessaracoccus aquimaris	1332264		Prokaryotes; Bacteria; Actinobacteria; Tessaracoccus
T04747	tez	Tessaracoccus sp. T2.5-30	1909732		Prokaryotes; Bacteria; Actinobacteria; Tessaracoccus
T00443	nca	Nocardioides sp. JS614	196162		Prokaryotes; Bacteria; Actinobacteria; Nocardioides
T04431	ndk	Nocardioides dokdonensis	450734		Prokaryotes; Bacteria; Actinobacteria; Nocardioides
T01155	kfl	Kribbella flavida	182640		Prokaryotes; Bacteria; Actinobacteria; Kribbella
T03528	psim	Pimelobacter simplex	2045		Prokaryotes; Bacteria; Actinobacteria; Pimelobacter
T04236	aer	Aeromicrobium erythreum	2041		Prokaryotes; Bacteria; Actinobacteria; Aeromicrobium
T05410	aez	Aeromicrobium sp. 592	2079793		Prokaryotes; Bacteria; Actinobacteria; Aeromicrobium
T05338	mgg	Micropruina glycogenica	75385		Prokaryotes; Bacteria; Actinobacteria; Micropruina
T00265	tfu	Thermobifida fusca	2021		Prokaryotes; Bacteria; Actinobacteria; Thermobifida
T01248	nda	Nocardiopsis dassonvillei	2014		Prokaryotes; Bacteria; Actinobacteria; Nocardiopsis
T02218	nal	Nocardiopsis alba	53437		Prokaryotes; Bacteria; Actinobacteria; Nocardiopsis
T05022	ngv	Nocardiopsis gilva	280236		Prokaryotes; Bacteria; Actinobacteria; Nocardiopsis
T01127	tcu	Thermomonospora curvata	2020		Prokaryotes; Bacteria; Actinobacteria; Thermomonospora
T01137	sro	Streptosporangium roseum	2001		Prokaryotes; Bacteria; Actinobacteria; Streptosporangium
T04759	noa	Nonomuraea sp. ATCC 55076	1909395		Prokaryotes; Bacteria; Actinobacteria; Nonomuraea
T00320	fra	Frankia casuarinae	106370		Prokaryotes; Bacteria; Actinobacteria; Frankia
T00608	fre	Frankia sp. EAN1pec	298653		Prokaryotes; Bacteria; Actinobacteria; Frankia
T01354	fri	Frankia sp. EuI1c			Prokaryotes; Bacteria; Actinobacteria; Frankia
T00384	fal	Frankia alni	1859		Prokaryotes; Bacteria; Actinobacteria; Frankia
T01530	fsy	Frankia symbiont			Prokaryotes; Bacteria; Actinobacteria; Frankia
T00426	ace	Acidothermus cellulolyticus	28049		Prokaryotes; Bacteria; Actinobacteria; Acidothermus
T00991	nml	Nakamurella multipartita	53461		Prokaryotes; Bacteria; Actinobacteria; Nakamurella
T01163	gob	Geodermatophilus obscurus	1861		Prokaryotes; Bacteria; Actinobacteria; Geodermatophilus
T01752	bsd	Blastococcus saxobsidens	138336		Prokaryotes; Bacteria; Actinobacteria; Blastococcus
T02167	mmar	Modestobacter marinus	477641		Prokaryotes; Bacteria; Actinobacteria; Modestobacter
T00562	kra	Kineococcus radiotolerans	131568		Prokaryotes; Bacteria; Actinobacteria; Kineococcus
T00492	sen	Saccharopolyspora erythraea	1836		Prokaryotes; Bacteria; Actinobacteria; Saccharopolyspora
T00980	svi	Saccharomonospora viridis	1852		Prokaryotes; Bacteria; Actinobacteria; Saccharomonospora
T01269	amd	Amycolatopsis mediterranei U32			Prokaryotes; Bacteria; Actinobacteria; Amycolatopsis
T01822	amn	Amycolatopsis mediterranei S699			Prokaryotes; Bacteria; Actinobacteria; Amycolatopsis
